,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,000425.SZ,20201031,20201031,20200930,1,1,0.288,0.288,51287400921.75,2444122934.72
1,000425.SZ,20200831,20200831,20200630,1,1,0.248,0.248,35068754461.72,2072782362.72
2,000425.SZ,20200430,20200430,20200331,1,1,0.07,0.07,13845822488.45,618930835.89
3,000425.SZ,20200430,20200430,20191231,1,1,0.432,0.432,59175998918.25,3645376728.43
4,000425.SZ,20191031,20191031,20190930,1,1,0.363,0.363,43238846038.23,3034216835.2
5,000425.SZ,20191031,20191031,20190930,1,1,0.363,0.363,43238846038.23,3034216835.2
6,000425.SZ,20190831,20190831,20190630,1,1,0.276,0.276,31156145145.89,2292060719.11
7,000425.SZ,20190831,20190831,20190630,1,1,0.276,0.276,31156145145.89,2292060719.11
8,000425.SZ,20190430,20190430,20190331,1,1,0.128,0.128,14419507972.55,1058098416.52
9,000425.SZ,20190430,20190430,20181231,1,1,0.261,0.261,44410005648.37,2055651241.64
10,000425.SZ,20181031,20181031,20180930,1,1,0.195,0.195,34075856534.96,1512041019.15
11,000425.SZ,20180831,20180831,20180630,1,1,0.147,0.147,23943950792.22,1107979581.27
12,000425.SZ,20180428,20180428,20180331,1,1,0.07,0.07,10783685805.84,523995339.03
13,000425.SZ,20180428,20180428,20171231,1,1,0.14,0.14,29131104625.6,1028762186.77
14,000425.SZ,20171031,20171031,20170930,1,1,0.111,0.111,21544280952.77,782648941.52
15,000425.SZ,20170831,20170831,20170630,1,1,0.079,0.079,14440509653.61,552298225.5
16,000425.SZ,20170429,20170429,20170331,1,1,0.029,0.029,5997901569.33,201522506.86
17,000425.SZ,20170325,20170325,20161231,1,1,0.03,0.03,16891229922.95,216590513.77
