,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600606.SH,20201027,20201027,20200930,1,1,0.99,0.99,320901355738.44,16695697902.09
1,600606.SH,20201027,20201027,20200930,1,1,0.99,0.99,320901355738.44,16695697902.09
2,600606.SH,20200825,20200825,20200630,1,1,0.66,0.66,209843341428.87,10803052779.97
3,600606.SH,20200825,20200825,20200630,1,1,0.66,0.66,209843341428.87,10803052779.97
4,600606.SH,20200428,20200428,20200331,1,1,0.3,0.3,79593727367.37,4500361852.54
5,600606.SH,20200428,20200428,20200331,1,1,0.3,0.3,79593727367.37,4500361852.54
6,600606.SH,20200428,20200428,20191231,1,1,1.21,1.21,427822706143.58,20950109568.84
7,600606.SH,20200428,20200428,20191231,1,1,1.21,1.21,427822706143.58,20950109568.84
8,600606.SH,20191025,20191025,20190930,1,1,0.97,0.97,294021423539.2,15693679509.51
9,600606.SH,20190827,20190827,20190630,1,1,0.74,0.74,201445848660.55,11338422784.7
10,600606.SH,20190827,20190827,20190630,1,1,0.74,0.74,201445848660.55,11338422784.7
11,600606.SH,20190423,20190423,20190331,1,1,0.36,0.36,90384677432.1,5767765076.76
12,600606.SH,20190423,20190423,20190331,1,1,0.36,0.36,90384677432.1,5767765076.76
13,600606.SH,20190423,20190423,20181231,1,1,0.93,0.93,348426457458.58,16023308488.09
14,600606.SH,20190423,20190423,20181231,1,1,0.93,0.93,348426457458.58,16023308488.09
15,600606.SH,20181030,20181030,20180930,1,1,0.73,0.73,233044703961.77,11473113148.54
16,600606.SH,20180828,20180828,20180630,1,1,0.5,0.5,157886830682.47,8296272178.81
17,600606.SH,20180828,20180828,20180630,1,1,0.5,0.5,157886830682.47,8296272178.81
18,600606.SH,20180424,20180424,20180331,1,1,0.29,0.29,74751876696.65,4099857095.18
19,600606.SH,20180424,20180424,20171231,1,1,0.74,0.74,290174152035.6,13572123373.28
20,600606.SH,20180424,20180424,20171231,1,1,0.74,0.74,290174152035.6,13572123373.28
21,600606.SH,20171030,20171030,20170930,1,1,0.54,0.54,180388761058.73,8525297081.6
22,600606.SH,20170829,20170829,20170630,1,1,0.38,0.38,125975573871.67,6248200715.68
23,600606.SH,20170425,20170425,20170331,1,1,0.22,0.22,58762775976.88,3011214516.46
24,600606.SH,20170425,20170425,20161231,1,1,0.59,0.59,247160217138.69,9397360529.12
