,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600036.SH,20201031,20201031,20200930,1,2,3.02,3.02,221430000000.0,77070000000.0
1,600036.SH,20201031,20201031,20200930,1,2,,,221430000000.0,77070000000.0
2,600036.SH,20200829,20200829,20200630,1,2,1.97,1.97,148353000000.0,50078000000.0
3,600036.SH,20200430,20200430,20200331,1,2,1.1,1.1,76603000000.0,27954000000.0
4,600036.SH,20200321,20200321,20191231,1,2,3.62,3.62,269703000000.0,93423000000.0
5,600036.SH,20191031,20191031,20190930,1,2,3.05,3.05,207730000000.0,77761000000.0
6,600036.SH,20191031,20191031,20190930,1,2,3.05,3.05,207730000000.0,77761000000.0
7,600036.SH,20190824,20190824,20190630,1,2,2.01,2.01,138301000000.0,50858000000.0
8,600036.SH,20190824,20190824,20190630,1,2,,,138301000000.0,50858000000.0
9,600036.SH,20190430,20190430,20190331,1,2,1.0,1.0,68739000000.0,25497000000.0
10,600036.SH,20190430,20190430,20190331,1,2,1.0,1.0,68739000000.0,25497000000.0
11,600036.SH,20190323,20190323,20181231,1,2,3.13,3.13,248555000000.0,80819000000.0
12,600036.SH,20181031,20181031,20180930,1,2,2.66,2.66,188221000000.0,67564000000.0
13,600036.SH,20180825,20180825,20180630,1,2,1.77,1.77,126146000000.0,44869000000.0
14,600036.SH,20180428,20180428,20180331,1,2,0.9,0.9,61296000000.0,22708000000.0
15,600036.SH,20180324,20180324,20171231,1,2,2.78,2.78,220897000000.0,70638000000.0
16,600036.SH,20171028,20171028,20170930,1,2,2.33,2.33,165703000000.0,59164000000.0
17,600036.SH,20170819,20170819,20170630,1,2,1.56,1.56,112666000000.0,39466000000.0
18,600036.SH,20170428,20170428,20170331,1,2,0.79,0.79,57075000000.0,20092000000.0
19,600036.SH,20170325,20170325,20161231,1,2,2.46,2.46,209025000000.0,62380000000.0
