,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,300529.SZ,20201021,20201021,20200930,1,1,0.7887,0.7812,1315332870.12,625716200.23
1,300529.SZ,20200826,20200826,20200630,1,1,0.55,0.55,869675255.17,439273684.86
2,300529.SZ,20200826,20200826,20200630,1,1,0.55,0.55,869675255.17,439273684.86
3,300529.SZ,20200416,20200416,20200331,1,1,0.44,0.44,378881893.33,183847968.27
4,300529.SZ,20200416,20200416,20200331,1,1,0.44,0.44,378881893.33,183847968.27
5,300529.SZ,20200402,20200402,20191231,1,1,1.38,1.36,1431819390.39,568693427.85
6,300529.SZ,20191030,20191030,20190930,1,1,1.01,1.0,971272392.55,416694208.51
7,300529.SZ,20191030,20191030,20190930,1,1,1.01,1.0,971272392.55,416694208.51
8,300529.SZ,20190828,20190828,20190630,1,1,0.74,0.73,658847826.73,305066823.33
9,300529.SZ,20190828,20190828,20190630,1,1,0.74,0.73,658847826.73,305066823.33
10,300529.SZ,20190416,20190416,20190331,1,1,0.31,0.31,295169662.91,129365883.98
11,300529.SZ,20190416,20190416,20190331,1,1,0.31,0.31,295169662.91,129365883.98
12,300529.SZ,20190326,20190326,20181231,1,1,0.97,0.97,1016508792.15,400945459.64
13,300529.SZ,20181024,20181024,20180930,1,1,0.74,0.74,698104830.73,305674277.63
14,300529.SZ,20180803,20180803,20180630,1,1,0.51,0.5,456282382.92,209849955.68
15,300529.SZ,20180417,20180417,20180331,1,1,0.22,0.22,206554436.21,89912481.56
16,300529.SZ,20180403,20180403,20171231,1,1,0.69,0.69,718491131.27,284451941.06
17,300529.SZ,20171028,20171028,20170930,1,1,0.49,0.49,491791573.73,203443582.93
18,300529.SZ,20170829,20170829,20170630,1,1,0.36,0.36,328468546.29,149011434.17
19,300529.SZ,20170427,20170427,20170331,1,1,0.14,0.14,147964358.92,59631084.07
20,300529.SZ,20170421,20170421,20161231,1,1,0.52,0.52,543640521.23,202118491.17
21,300529.SZ,20170421,20170421,20161231,1,1,0.52,0.52,543640521.23,202118491.17
