,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601618.SH,20201031,20201031,20200930,1,1,0.19,,267973080000.0,5894947000.0
1,601618.SH,20201031,20201031,20200930,1,1,0.19,,267973080000.0,5894947000.0
2,601618.SH,20200829,20200829,20200630,1,1,0.14,,180565193000.0,4276566000.0
3,601618.SH,20200429,20200429,20200331,1,1,0.09,,72724921000.0,2378509000.0
4,601618.SH,20200401,20200401,20191231,1,1,0.27,,338637609000.0,7576819000.0
5,601618.SH,20200401,20200401,20191231,1,1,0.27,,338637609000.0,7576819000.0
6,601618.SH,20191031,20191031,20190930,1,1,0.19,,228084956000.0,4928520000.0
7,601618.SH,20190831,20190831,20190630,1,1,0.13,,159017379000.0,3778258000.0
8,601618.SH,20190429,20190429,20190331,1,1,0.09,,63106772000.0,2148738000.0
9,601618.SH,20190429,20190429,20190331,1,1,0.09,,63106772000.0,2148738000.0
10,601618.SH,20190330,20190330,20181231,1,1,0.26,,289534523000.0,7570607000.0
11,601618.SH,20181030,20181030,20180930,1,1,0.18,,181201407000.0,4511377000.0
12,601618.SH,20180831,20180831,20180630,1,1,0.12,,126112573000.0,3498968000.0
13,601618.SH,20180428,20180428,20180331,1,1,0.08,,55197434000.0,1959480000.0
14,601618.SH,20180330,20180330,20171231,1,1,0.26,,243999864000.0,6711854000.0
15,601618.SH,20171031,20171031,20170930,1,1,0.16,,150801056000.0,4045844000.0
16,601618.SH,20170830,20170830,20170630,1,1,0.11,,101085487000.0,2917855000.0
17,601618.SH,20170429,20170429,20170331,1,1,0.07,,44180003000.0,1687621000.0
18,601618.SH,20170329,20170329,20161231,1,1,0.25,,219557579000.0,5969647000.0
