,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,002508.SZ,20201029,20201029,20200930,1,1,1.18,1.18,5626250068.0,1143761749.57
1,002508.SZ,20201029,20201029,20200930,1,1,1.18,1.18,5626250068.0,1143761749.57
2,002508.SZ,20200828,20200828,20200630,1,1,0.65,0.65,3211172335.79,623178439.35
3,002508.SZ,20200828,20200828,20200630,1,1,0.65,0.65,3211172335.79,623178439.35
4,002508.SZ,20200428,20200428,20200331,1,1,0.26,0.26,1265689550.31,246789341.92
5,002508.SZ,20200428,20200428,20191231,1,1,1.68,1.68,7760581855.53,1614245354.63
6,002508.SZ,20200428,20200428,20191231,1,1,1.68,1.68,7760581855.53,1614245354.63
7,002508.SZ,20191029,20191029,20190930,1,1,1.14,1.14,5625020807.26,1100002074.11
8,002508.SZ,20191029,20191029,20190930,1,1,1.14,1.14,5625020807.26,1100002074.11
9,002508.SZ,20190827,20190827,20190630,1,1,0.71,0.71,3527413882.96,677416589.89
10,002508.SZ,20190827,20190827,20190630,1,1,0.71,0.71,3527413882.96,677416589.89
11,002508.SZ,20190425,20190425,20190331,1,1,0.34,0.34,1660339786.05,323502174.18
12,002508.SZ,20190425,20190425,20190331,1,1,0.34,0.34,1660339786.05,323502174.18
13,002508.SZ,20190425,20190425,20181231,1,1,1.55,1.55,7424885274.14,1483847903.85
14,002508.SZ,20181025,20181025,20180930,1,1,1.07,1.07,5393889267.86,1016273179.47
15,002508.SZ,20180823,20180823,20180630,1,1,0.7,0.7,3496662565.47,660335565.34
16,002508.SZ,20180426,20180426,20180331,1,1,0.32,0.27,1591941726.4,302018085.62
17,002508.SZ,20180410,20180410,20171231,1,1,1.54,1.54,7017397057.99,1461194138.0
18,002508.SZ,20171026,20171026,20170930,1,1,1.01,1.01,4987929579.72,960418468.13
19,002508.SZ,20170727,20170727,20170630,1,1,0.63,0.58,3197757967.9,597747185.95
20,002508.SZ,20170426,20170426,20170331,1,1,0.35,0.34,1361883474.88,251572071.68
21,002508.SZ,20170330,20170330,20161231,1,1,1.67,1.65,5794897867.13,1206814383.28
