,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,002475.SZ,20201028,20201028,20200930,1,1,0.67,0.67,59528120290.26,4827391544.39
1,002475.SZ,20201028,20201028,20200930,1,1,0.67,0.67,59528120290.26,4827391544.39
2,002475.SZ,20200825,20200825,20200630,1,1,0.36,0.36,36451626148.86,2621840997.65
3,002475.SZ,20200825,20200825,20200630,1,1,0.36,0.36,36451626148.86,2621840997.65
4,002475.SZ,20200428,20200428,20200331,1,1,0.18,0.18,16513283460.66,1025846315.17
5,002475.SZ,20200428,20200428,20200331,1,1,0.18,0.18,16513283460.66,1025846315.17
6,002475.SZ,20200421,20200421,20191231,1,1,0.88,0.87,62516314588.42,4927424927.2
7,002475.SZ,20191022,20191022,20190930,1,1,0.54,0.54,37836138416.35,3024981000.66
8,002475.SZ,20191022,20191022,20190930,1,1,0.54,0.54,37836138416.35,3024981000.66
9,002475.SZ,20190821,20190821,20190630,1,1,0.36,0.36,21440739019.87,1553266925.66
10,002475.SZ,20190821,20190821,20190630,1,1,0.36,0.36,21440739019.87,1553266925.66
11,002475.SZ,20190423,20190423,20190331,1,1,0.15,0.15,9018704605.92,634626732.81
12,002475.SZ,20190423,20190423,20190331,1,1,0.15,0.15,9018704605.92,634626732.81
13,002475.SZ,20190416,20190416,20181231,1,1,0.66,0.66,35849964160.13,2813340362.7
14,002475.SZ,20181020,20181020,20180930,1,1,0.4,0.4,22131220384.38,1647361478.15
15,002475.SZ,20180824,20180824,20180630,1,1,0.26,0.26,12025732572.26,786968162.87
16,002475.SZ,20180425,20180425,20180331,1,1,0.11,0.11,5403603788.89,320849933.21
17,002475.SZ,20180420,20180420,20171231,1,1,0.53,0.53,22826099790.37,1747773502.01
18,002475.SZ,20171021,20171021,20170930,1,1,0.34,0.34,13898499285.59,1083514053.55
19,002475.SZ,20170825,20170825,20170630,1,1,0.32,0.32,8286859132.21,682585416.67
20,002475.SZ,20170426,20170426,20170331,1,1,0.14,0.14,3932532111.48,300611866.75
21,002475.SZ,20170420,20170420,20161231,1,1,0.6,0.6,13762595894.39,1182066031.4
