,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600760.SH,20201030,20201030,20200930,1,1,0.83,0.83,18910436350.78,1162296964.58
1,600760.SH,20201030,20201030,20200930,1,1,0.83,0.83,18910436350.78,1162296964.58
2,600760.SH,20200831,20200831,20200630,1,1,0.61,0.61,11586910127.87,849131369.97
3,600760.SH,20200425,20200425,20200331,1,1,0.43,0.43,5700530596.36,598163906.08
4,600760.SH,20200425,20200425,20191231,1,1,0.63,0.63,23760860873.2,880550624.51
5,600760.SH,20191030,20191030,20190930,1,1,0.44,0.44,15890281076.85,622691678.16
6,600760.SH,20191030,20191030,20190930,1,1,0.44,0.44,15890281076.85,622691678.16
7,600760.SH,20190828,20190828,20190630,1,1,0.31,0.31,11284748066.14,433041900.4
8,600760.SH,20190429,20190429,20190331,1,1,0.14,0.14,5084719961.56,198349001.51
9,600760.SH,20190429,20190429,20190331,1,1,0.14,0.14,5084719961.56,198349001.51
10,600760.SH,20190315,20190315,20181231,1,1,0.53,0.53,20150864638.56,745504669.33
11,600760.SH,20181023,20181023,20180930,1,1,0.22,0.22,11592927121.53,314753031.4
12,600760.SH,20180831,20180831,20180630,1,1,0.07,0.07,6257307733.38,101686136.04
13,600760.SH,20180428,20180428,20180331,1,1,-0.02,-0.02,1745694134.22,-21380739.78
14,600760.SH,20180331,20180331,20171231,1,1,0.51,0.51,19459278099.55,703553991.52
15,600760.SH,20171031,20171031,20170930,1,1,-0.11,-0.11,804739798.46,-46953413.85
16,600760.SH,20170818,20170818,20170630,1,1,-0.08,-0.08,547565771.15,-30713314.28
17,600760.SH,20170429,20170429,20170331,1,1,-0.03,-0.03,276312108.49,-10245130.33
18,600760.SH,20170303,20170406,20161231,1,1,0.08,0.08,1154439176.87,19484718.8
