,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600271.SH,20201031,20201031,20200930,1,1,0.09,0.09,10869367918.74,753423300.07
1,600271.SH,20201031,20201031,20200930,1,1,0.09,0.09,10869367918.74,753423300.07
2,600271.SH,20200822,20200822,20200630,1,1,0.04,0.04,8819826977.53,479159244.86
3,600271.SH,20200822,20200822,20200630,1,1,0.04,0.04,8819826977.53,479159244.86
4,600271.SH,20200430,20200430,20200331,1,1,-0.23,-0.23,3924835384.25,-359586189.75
5,600271.SH,20200430,20200430,20200331,1,1,-0.23,-0.23,3924835384.25,-359586189.75
6,600271.SH,20200425,20200425,20191231,1,1,0.77,0.77,33904078037.08,2414681194.28
7,600271.SH,20191031,20191031,20190930,1,1,0.61,0.61,19147532206.28,1723397958.25
8,600271.SH,20191031,20191031,20190930,1,1,0.61,0.61,19147532206.28,1723397958.25
9,600271.SH,20190828,20190828,20190630,1,1,0.37,0.37,11913884375.86,1100352710.83
10,600271.SH,20190427,20190427,20190331,1,1,0.28,0.28,5352692673.68,677297330.39
11,600271.SH,20190427,20190427,20190331,1,1,0.28,0.28,5352692673.68,677297330.39
12,600271.SH,20190329,20190329,20181231,1,1,0.87,0.87,27940083194.12,2772366537.89
13,600271.SH,20181031,20181031,20180930,1,1,0.46,0.46,23105931546.2,1557988339.4
14,600271.SH,20180825,20180825,20180630,1,1,0.2,0.2,15577133158.82,865950720.46
15,600271.SH,20180428,20180428,20180331,1,1,0.05,0.05,5471331192.95,297621645.87
16,600271.SH,20180322,20180322,20171231,1,1,0.84,0.84,29754491182.22,2438357778.25
17,600271.SH,20171031,20171031,20170930,1,1,0.61,0.61,20493630711.79,1674986821.0
18,600271.SH,20170819,20170819,20170630,1,1,0.31,0.31,13537308525.26,937175367.26
19,600271.SH,20170429,20170429,20170331,1,1,0.21,0.21,5487146750.4,509842385.31
20,600271.SH,20170323,20170323,20161231,1,1,0.83,0.83,25613776557.12,2208959088.01
