,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601117.SH,20201031,20201031,20200930,1,1,0.56,0.56,66035360448.13,2758482936.8
1,601117.SH,20201031,20201031,20200930,1,1,0.56,0.56,66035360448.13,2758482936.8
2,601117.SH,20200821,20200821,20200630,1,1,0.29,0.29,36525826758.46,1420813064.7
3,601117.SH,20200821,20200821,20200630,1,1,0.29,0.29,36525826758.46,1420813064.7
4,601117.SH,20200430,20200430,20200331,1,1,0.11,0.11,13367494503.98,513414003.86
5,601117.SH,20200430,20200430,20200331,1,1,0.11,0.11,13367494503.98,513414003.86
6,601117.SH,20200424,20200424,20191231,1,1,0.62,0.62,103621835960.58,3287263412.45
7,601117.SH,20191031,20191031,20190930,1,1,0.5,0.5,62929503831.47,2599197176.6
8,601117.SH,20191031,20191031,20190930,1,1,0.5,0.5,62929503831.47,2599197176.6
9,601117.SH,20190830,20190830,20190630,1,1,0.32,0.32,38517154955.36,1704370382.08
10,601117.SH,20190830,20190830,20190630,1,1,0.32,0.32,38517154955.36,1704370382.08
11,601117.SH,20190430,20190430,20190331,1,1,0.13,0.13,17719470044.42,671374186.09
12,601117.SH,20190412,20190412,20181231,1,1,0.39,0.39,81445477064.29,2080047920.64
13,601117.SH,20181031,20181031,20180930,1,1,0.33,0.33,53622026452.38,1795116635.07
14,601117.SH,20180830,20180830,20180630,1,1,0.22,0.22,34008181654.38,1179869292.05
15,601117.SH,20180427,20180427,20180331,1,1,0.08,0.08,14918582978.43,462897622.73
16,601117.SH,20180427,20180427,20171231,1,1,0.32,0.32,58571427269.28,1596140783.93
17,601117.SH,20171028,20171028,20170930,1,1,0.26,0.26,38345388368.06,1443431589.25
18,601117.SH,20170829,20170829,20170630,1,1,0.17,0.17,24944094556.89,937023648.05
19,601117.SH,20170426,20170426,20170331,1,1,0.06,0.06,10514555391.1,391230569.15
20,601117.SH,20170422,20170422,20161231,1,1,0.36,0.36,53075755593.79,1775245823.07
