,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601877.SH,20201030,20201030,20200930,1,1,1.42,1.42,23247094862.3,3200639214.66
1,601877.SH,20201030,20201030,20200930,1,1,1.42,1.42,23247094862.3,3200639214.66
2,601877.SH,20200828,20200828,20200630,1,1,0.84,0.84,14608994831.33,1898097842.41
3,601877.SH,20200429,20200429,20200331,1,1,0.16,0.16,5698591258.02,360724575.06
4,601877.SH,20200429,20200429,20191231,1,1,1.75,1.75,30225906278.03,3970704956.3
5,601877.SH,20191025,20191025,20190930,1,1,1.33,1.33,22477165259.05,2993000129.09
6,601877.SH,20190830,20190830,20190630,1,1,0.83,0.83,14427540857.48,1866707862.33
7,601877.SH,20190830,20190830,20190630,1,1,0.83,0.83,14427540857.48,1866707862.33
8,601877.SH,20190426,20190426,20190331,1,1,0.25,0.25,5994862908.92,571613931.25
9,601877.SH,20190426,20190426,20190331,1,1,0.25,0.25,5994862908.92,571613931.25
10,601877.SH,20190426,20190426,20181231,1,1,1.68,1.68,27420832737.52,3761757143.68
11,601877.SH,20190426,20190426,20181231,1,1,1.68,1.68,27420832737.52,3761757143.68
12,601877.SH,20181026,20181026,20180930,1,1,1.3,1.3,19110558169.75,2887765291.62
13,601877.SH,20180817,20180817,20180630,1,1,0.83,0.83,11902315980.1,1852922651.21
14,601877.SH,20180421,20180421,20180331,1,1,0.28,0.28,5095142650.89,641754313.16
15,601877.SH,20180421,20180421,20171231,1,1,1.34,1.34,23416550017.47,2996074317.46
16,601877.SH,20171028,20171028,20170930,1,1,0.93,0.93,15936585490.81,2065111632.03
17,601877.SH,20170831,20170831,20170630,1,1,0.6,0.6,9905427837.34,1318236991.3
18,601877.SH,20170424,20170424,20170331,1,1,0.18,0.18,3980952720.77,386315797.54
19,601877.SH,20170424,20170424,20161231,1,1,1.31,1.31,20164545252.65,2617931032.29
