,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600522.SH,20201031,20201031,20200930,1,1,0.5248,0.4957,30357716523.88,1649347083.23
1,600522.SH,20201031,20201031,20200930,1,1,0.5248,0.4957,30357716523.88,1649347083.23
2,600522.SH,20200831,20200831,20200630,1,1,0.358,0.358,20895214608.62,1134678218.91
3,600522.SH,20200430,20200430,20200331,1,1,0.1178,0.1178,8892620670.03,343650599.21
4,600522.SH,20200430,20200430,20200331,1,1,0.1178,0.1178,8892620670.03,343650599.21
5,600522.SH,20200430,20200430,20191231,1,1,0.652,0.629,38771002448.55,1968256352.24
6,600522.SH,20191030,20191030,20190930,1,1,0.4726,0.4473,29185400702.68,1437223724.07
7,600522.SH,20191030,20191030,20190930,1,1,0.4726,0.4473,29185400702.68,1437223724.07
8,600522.SH,20190830,20190830,20190630,1,1,0.3589,0.3589,18577252106.22,1092364490.32
9,600522.SH,20190830,20190830,20190630,1,1,0.3589,0.3589,18577252106.22,1092364490.32
10,600522.SH,20190429,20190429,20190331,1,1,0.1679,0.1679,10818962537.84,515922511.96
11,600522.SH,20190429,20190429,20190331,1,1,0.1679,0.1679,10818962537.84,515922511.96
12,600522.SH,20190429,20190429,20181231,1,1,0.692,0.692,33923561491.93,2130419727.03
13,600522.SH,20190429,20190429,20181231,1,1,0.692,0.692,33923561491.93,2130419727.03
14,600522.SH,20181030,20181030,20180930,1,1,0.5328,0.5328,23660740739.84,1639470454.57
15,600522.SH,20180829,20180829,20180630,1,1,0.346,0.346,15705641505.64,1063864502.42
16,600522.SH,20180426,20180426,20180331,1,1,0.146,0.146,6620995952.12,451114862.38
17,600522.SH,20180426,20180426,20171231,1,1,0.591,0.591,27101395690.07,1797546557.4
18,600522.SH,20171030,20171030,20170930,1,1,0.477,0.477,19365331494.59,1445345593.45
19,600522.SH,20170829,20170829,20170630,1,1,0.318,0.318,12301101808.38,954967387.34
20,600522.SH,20170428,20170428,20170331,1,1,0.1528,0.1528,5393412252.58,445781400.57
21,600522.SH,20170426,20170426,20161231,1,1,0.608,0.608,21107950272.33,1595472152.99
