,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601328.SH,20201031,20201031,20200930,1,2,0.65,0.65,185394000000.0,53471000000.0
1,601328.SH,20200829,20200829,20200630,1,2,0.46,0.46,126787000000.0,36997000000.0
2,601328.SH,20200429,20200429,20200331,1,2,0.25,0.25,65003000000.0,21542000000.0
3,601328.SH,20200328,20200328,20191231,1,2,1.0,1.0,232472000000.0,78062000000.0
4,601328.SH,20191026,20191026,20190930,1,2,0.77,0.77,176293000000.0,60726000000.0
5,601328.SH,20191026,20191026,20190930,1,2,0.77,0.77,176293000000.0,60726000000.0
6,601328.SH,20190828,20190828,20190630,1,2,0.54,0.54,118180000000.0,43148000000.0
7,601328.SH,20190430,20190430,20190331,1,2,0.28,0.28,62100000000.0,21347000000.0
8,601328.SH,20190430,20190430,20190331,1,2,0.28,0.28,62100000000.0,21347000000.0
9,601328.SH,20190330,20190330,20181231,1,2,0.96,0.96,212654000000.0,74165000000.0
10,601328.SH,20181027,20181027,20180930,1,2,0.74,0.74,157832000000.0,57673000000.0
11,601328.SH,20180824,20180824,20180630,1,2,0.51,0.51,101865000000.0,40994000000.0
12,601328.SH,20180428,20180428,20180331,1,2,0.27,0.27,49099000000.0,20232000000.0
13,601328.SH,20180330,20180330,20171231,1,2,0.91,0.91,196011000000.0,70691000000.0
14,601328.SH,20171028,20171028,20170930,1,2,0.7,0.7,149716000000.0,54792000000.0
15,601328.SH,20170825,20170825,20170630,1,2,0.49,0.49,103688000000.0,39222000000.0
16,601328.SH,20170429,20170429,20170331,1,2,0.26,0.26,54885000000.0,19450000000.0
17,601328.SH,20170329,20170329,20161231,1,2,0.89,0.89,193129000000.0,67651000000.0
