,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601696.SH,20201030,20201030,20200930,1,4,0.31,0.31,2606283668.21,849383821.63
1,601696.SH,20200822,20200822,20200630,1,4,0.21,0.21,1655782078.48,571151798.78
2,601696.SH,20200429,20200429,20200331,1,4,0.12,0.12,823362252.51,325761770.54
3,601696.SH,20200326,20200326,20191231,1,4,0.32,0.32,2907667567.52,800061800.8
4,601696.SH,20200131,20200131,20190930,1,4,0.31,0.31,2131566441.37,776229682.24
5,601696.SH,20200131,20200131,20190630,1,4,0.22,0.22,1507294603.5,540429980.8
6,601696.SH,20200429,20200429,20190331,1,4,0.12,0.12,775883543.29,289765676.25
7,601696.SH,20200131,20200131,20181231,1,4,0.28,0.28,2755098098.64,706424780.83
8,601696.SH,20200131,20200131,20180930,1,4,0.27,0.27,2114027707.44,669337909.15
9,601696.SH,20181214,20181214,20180630,1,4,0.21,0.21,1354459800.0,519894900.0
10,601696.SH,20200131,20200131,20171231,1,4,0.43,0.43,3067525846.44,1068925442.58
11,601696.SH,20170831,20170831,20170630,1,4,,,1370091136.78,562452252.34
12,601696.SH,20170831,20170831,20170331,1,4,,,689121020.18,286286791.44
13,601696.SH,20200131,20200131,20161231,1,4,0.43,0.43,2830493647.57,1065696805.09
14,601696.SH,20181214,20181214,20151231,1,4,0.83,0.83,4947783600.0,2076890000.0
