,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,000651.SZ,20201031,20201031,20200930,1,1,2.28,2.28,125889395998.93,13791767655.43
1,000651.SZ,20200831,20200831,20200630,1,1,1.06,1.06,69502322369.94,6425271805.17
2,000651.SZ,20200430,20200430,20200331,1,1,0.26,0.26,20395535183.42,1577853525.89
3,000651.SZ,20200430,20200430,20200331,1,1,0.26,0.26,20395535183.42,1577853525.89
4,000651.SZ,20200430,20200430,20191231,1,1,4.11,4.11,198153027540.35,24827243603.97
5,000651.SZ,20191031,20191031,20190930,1,1,3.68,3.68,155038756971.84,22217667954.77
6,000651.SZ,20191031,20191031,20190930,1,1,3.68,3.68,155038756971.84,22217667954.77
7,000651.SZ,20190831,20190831,20190630,1,1,2.29,2.29,97296964334.89,13815709627.41
8,000651.SZ,20190430,20190430,20190331,1,1,0.94,0.94,40547673072.89,5697698075.61
9,000651.SZ,20190429,20190429,20181231,1,1,4.36,4.36,198123177056.84,26379029817.06
10,000651.SZ,20181031,20181031,20180930,1,1,3.51,3.51,148698641394.03,21241006641.34
11,000651.SZ,20180831,20180831,20180630,1,1,2.13,2.13,90976100288.99,12885339494.91
12,000651.SZ,20180427,20180427,20180331,1,1,0.93,0.93,39561581992.89,5606575820.02
13,000651.SZ,20180426,20180426,20171231,1,1,3.72,3.72,148286450009.18,22508599044.09
14,000651.SZ,20171031,20171031,20170930,1,1,2.57,2.57,110874678716.51,15533022140.94
15,000651.SZ,20170831,20170831,20170630,1,1,1.57,1.57,69184521572.7,9503368643.79
16,000651.SZ,20170429,20170429,20170331,1,1,0.67,0.67,29681504457.41,4036368343.93
17,000651.SZ,20170427,20170427,20161231,1,1,2.56,2.56,108302565293.7,15524634903.87
