,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600161.SH,20201029,20201029,20200930,1,1,0.4,0.4,2635796380.87,732626535.42
1,600161.SH,20201029,20201029,20200930,1,1,0.4,0.4,2635796380.87,732626535.42
2,600161.SH,20200828,20200828,20200630,1,1,0.27,0.27,1554808380.18,418580265.52
3,600161.SH,20200828,20200828,20200630,1,1,0.27,0.27,1554808380.18,418580265.52
4,600161.SH,20200429,20200429,20200331,1,1,0.13,0.13,757747576.25,197309598.85
5,600161.SH,20200429,20200429,20200331,1,1,0.13,0.13,757747576.25,197309598.85
6,600161.SH,20200402,20200402,20191231,1,1,0.58,0.58,3281859560.77,894253782.32
7,600161.SH,20200402,20200402,20191231,1,1,0.58,0.58,3281859560.77,894253782.32
8,600161.SH,20191025,20191025,20190930,1,1,0.45,0.45,2519395695.33,684615832.66
9,600161.SH,20191025,20191025,20190930,1,1,0.45,0.45,2519395695.33,684615832.66
10,600161.SH,20190823,20190823,20190630,1,1,0.28,0.28,1560338306.06,432486318.7
11,600161.SH,20190823,20190823,20190630,1,1,0.28,0.28,1560338306.06,432486318.7
12,600161.SH,20190430,20190430,20190331,1,1,0.15,0.15,705832869.43,196513132.18
13,600161.SH,20190402,20190402,20181231,1,1,0.58,0.58,2931058728.13,735896500.19
14,600161.SH,20181027,20181027,20180930,1,1,0.46,0.46,2056588402.44,568203662.08
15,600161.SH,20180824,20180824,20180630,1,1,0.28,0.28,1220289175.04,343364854.22
16,600161.SH,20180428,20180428,20180331,1,1,0.16,0.16,553655344.03,159975188.74
17,600161.SH,20180402,20180402,20171231,1,1,1.76,1.76,1765169679.35,1246034155.04
18,600161.SH,20171031,20171031,20170930,1,1,1.56,1.56,1298110825.21,1095139403.92
19,600161.SH,20170829,20170829,20170630,1,1,1.41,1.41,944170583.22,983031583.77
20,600161.SH,20170427,20170427,20170331,1,1,0.19,0.19,522873527.83,120321575.29
21,600161.SH,20170427,20170427,20161231,1,1,0.51,0.51,2095734301.96,303005423.59
