,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601155.SH,20201030,20201030,20200930,1,1,2.11,2.11,70090502799.0,5605114959.0
1,601155.SH,20201030,20201030,20200930,1,1,2.11,2.11,70090502799.0,5605114959.0
2,601155.SH,20200822,20200822,20200630,1,1,1.42,1.42,37736121962.0,3848904021.0
3,601155.SH,20200822,20200822,20200630,1,1,1.42,1.42,37736121962.0,3848904021.0
4,601155.SH,20200429,20200429,20200331,1,1,0.12,0.12,7090969657.0,295477666.0
5,601155.SH,20200328,20200328,20191231,1,1,5.62,5.61,85847041435.0,13329902604.0
6,601155.SH,20191026,20191026,20190930,1,1,1.67,1.66,29560007429.0,4179255752.0
7,601155.SH,20191026,20191026,20190930,1,1,1.67,1.66,29560007429.0,4179255752.0
8,601155.SH,20190824,20190824,20190630,1,1,1.16,1.16,17063562971.0,2916510077.0
9,601155.SH,20190824,20190824,20190630,1,1,1.16,1.16,17063562971.0,2916510077.0
10,601155.SH,20190427,20190427,20190331,1,1,0.09,0.09,4330182125.0,218640848.0
11,601155.SH,20190427,20190427,20190331,1,1,0.09,0.09,4330182125.0,218640848.0
12,601155.SH,20190309,20190309,20181231,1,1,4.69,4.66,54133310991.0,12208810565.0
13,601155.SH,20181027,20181027,20180930,1,1,1.4,1.39,24794149993.0,4128056267.0
14,601155.SH,20180825,20180825,20180630,1,1,1.14,1.13,15757537297.0,2597382434.0
15,601155.SH,20180428,20180428,20180331,1,1,0.15,0.15,5178779471.0,371331175.0
16,601155.SH,20180315,20180315,20171231,1,1,2.71,2.7,40525684827.0,6260362659.0
17,601155.SH,20171028,20171028,20170930,1,1,0.9,0.89,16855676067.0,2049289136.0
18,601155.SH,20170819,20170819,20170630,1,1,0.51,0.51,11327937186.0,1146488564.0
19,601155.SH,20170419,20170419,20170331,1,1,0.02,0.02,2037184429.0,38590041.0
20,601155.SH,20170225,20170225,20161231,1,1,1.36,1.36,27969282458.0,3155938309.0
