,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601698.SH,20201031,20201031,20200930,1,1,0.084,0.084,1909271609.49,436192955.49
1,601698.SH,20200831,20200831,20200630,1,1,0.0478,0.0478,1260666029.13,253597289.69
2,601698.SH,20200430,20200430,20200331,1,1,0.0217,0.0217,608371363.46,118858317.6
3,601698.SH,20200417,20200417,20191231,1,1,0.1175,0.1175,2734192645.93,689839851.59
4,601698.SH,20191030,20191030,20190930,1,1,0.082,0.082,1931948516.63,485149847.72
5,601698.SH,20191030,20191030,20190930,1,1,0.082,0.082,1931948516.63,485149847.72
6,601698.SH,20190827,20190827,20190630,1,1,0.0579,0.0579,1312388939.61,362140693.83
7,601698.SH,20190827,20190827,20190630,1,1,0.0579,0.0579,1312388939.61,362140693.83
8,601698.SH,20200430,20200430,20190331,1,1,0.0267,0.0267,657973888.7,168383330.58
9,601698.SH,20200430,20200430,20190331,1,1,0.0267,0.0267,657973888.7,168383330.58
10,601698.SH,20190610,20190610,20181231,1,1,0.1162,0.1162,2693985489.42,745471771.94
11,601698.SH,20191030,20191030,20180930,1,1,0.0695,0.0695,1949512819.73,407214721.8
12,601698.SH,20191030,20191030,20180930,1,1,0.0695,0.0695,1949512819.73,407214721.8
13,601698.SH,20190827,20190827,20180630,1,1,0.0466,0.0466,1286071485.13,257728151.43
14,601698.SH,20190827,20190827,20180630,1,1,0.0466,0.0466,1286071485.13,257728151.43
15,601698.SH,20190610,20190610,20171231,1,1,0.1082,0.1082,2620834739.07,722485813.94
16,601698.SH,20171229,20171229,20170630,1,1,0.0354,0.0354,1240700077.73,290389229.63
17,601698.SH,20190610,20190610,20161231,1,1,0.1216,0.1216,2475936522.09,762883932.02
18,601698.SH,20180731,20180731,20151231,1,1,0.1429,0.1429,2389714480.7,829665027.78
19,601698.SH,20171229,20171229,20141231,1,1,0.1425,0.1425,2430101996.08,817695800.16
