,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601111.SH,20201031,20201031,20200930,1,1,-0.74,,48454050000.0,-11461817000.0
1,601111.SH,20200829,20200829,20200630,1,1,-0.69,-0.69,29645766000.0,-10861735000.0
2,601111.SH,20200430,20200430,20200331,1,1,-0.35,,17255757000.0,-5616412000.0
3,601111.SH,20200401,20200401,20191231,1,1,0.47,0.47,136180690000.0,7252046000.0
4,601111.SH,20191031,20191031,20190930,1,1,0.49,,103077172000.0,7602803000.0
5,601111.SH,20190829,20190829,20190630,1,1,0.23,0.23,65313087000.0,3495592000.0
6,601111.SH,20190426,20190426,20190331,1,1,0.2,,32554019000.0,3237185000.0
7,601111.SH,20190328,20190328,20181231,1,1,0.53,0.53,136774403000.0,8200537000.0
8,601111.SH,20181031,20181031,20180930,1,1,0.51,,102880095000.0,7625653000.0
9,601111.SH,20180831,20180831,20180630,1,1,0.25,,64242322000.0,3896860000.0
10,601111.SH,20180427,20180427,20180331,1,1,0.19,,31606754000.0,3177720000.0
11,601111.SH,20180328,20180328,20171231,1,1,0.54,0.54,121362899000.0,8637440000.0
12,601111.SH,20171028,20171028,20170930,1,1,0.62,,92995787000.0,9591653000.0
13,601111.SH,20170831,20170831,20170630,1,1,0.25,,58154989000.0,3906473000.0
14,601111.SH,20170428,20170428,20170331,1,1,0.11,,28968982000.0,1808990000.0
15,601111.SH,20170331,20170331,20161231,1,1,0.55,,113963990000.0,7763537000.0
