,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601288.SH,20201031,20201031,20200930,1,2,0.45,0.45,498244000000.0,165911000000.0
1,601288.SH,20201031,20201031,20200930,1,2,,,498244000000.0,165911000000.0
2,601288.SH,20200831,20200831,20200630,1,2,0.3,0.3,339172000000.0,109190000000.0
3,601288.SH,20200831,20200831,20200630,1,2,,,339172000000.0,
4,601288.SH,20200429,20200429,20200331,1,2,0.18,0.18,186706000000.0,64365000000.0
5,601288.SH,20200331,20200331,20191231,1,2,0.59,0.59,627268000000.0,212924000000.0
6,601288.SH,20191026,20191026,20190930,1,2,0.51,0.51,474981000000.0,181791000000.0
7,601288.SH,20190831,20190831,20190630,1,2,0.34,0.34,323179000000.0,122372000000.0
8,601288.SH,20190831,20190831,20190630,1,2,,,323179000000.0,
9,601288.SH,20190427,20190427,20190331,1,2,0.17,0.17,173031000000.0,62121000000.0
10,601288.SH,20190427,20190427,20190331,1,2,0.17,0.17,173031000000.0,62121000000.0
11,601288.SH,20190330,20190330,20181231,1,2,0.59,0.59,598588000000.0,202631000000.0
12,601288.SH,20181031,20181031,20180930,1,2,0.51,0.51,457448000000.0,171804000000.0
13,601288.SH,20180829,20180829,20180630,1,2,0.35,0.35,306302000000.0,115976000000.0
14,601288.SH,20180428,20180428,20180331,1,2,0.17,0.17,155865000000.0,59040000000.0
15,601288.SH,20180327,20180327,20171231,1,2,0.58,0.58,537041000000.0,193133000000.0
16,601288.SH,20171031,20171031,20170930,1,2,0.49,0.49,408390000000.0,160142000000.0
17,601288.SH,20170831,20170831,20170630,1,2,0.33,0.33,276953000000.0,108670000000.0
18,601288.SH,20170429,20170429,20170331,1,2,0.16,0.16,148388000000.0,55779000000.0
19,601288.SH,20170329,20170329,20161231,1,2,0.55,0.55,506016000000.0,184060000000.0
