,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600837.SH,20201030,20201030,20200930,1,4,0.73,0.73,28253626900.76,9253251183.21
1,600837.SH,20201030,20201030,20200930,1,4,0.73,0.73,28253626900.76,9253251183.21
2,600837.SH,20200829,20200829,20200630,1,4,0.48,0.48,17787655390.58,5901461237.03
3,600837.SH,20200429,20200429,20200331,1,4,0.2,0.2,6986305235.49,2283573668.81
4,600837.SH,20200327,20200327,20191231,1,4,0.83,0.83,34428641199.44,10540662761.47
5,600837.SH,20200327,20200327,20191231,1,4,0.83,0.83,34428641199.44,10540662761.47
6,600837.SH,20191031,20191031,20190930,1,4,0.64,0.64,25147421461.25,8074809386.86
7,600837.SH,20191031,20191031,20190930,1,4,0.64,0.64,25147421461.25,8074809386.86
8,600837.SH,20190831,20190831,20190630,1,4,,,17734780093.7,
9,600837.SH,20190831,20190831,20190630,1,4,0.48,0.48,17734780093.7,6068149177.13
10,600837.SH,20190426,20190426,20190331,1,4,0.33,0.33,9953728720.53,4099170745.11
11,600837.SH,20190328,20190328,20181231,1,4,0.45,0.45,23765014627.26,5770708488.48
12,600837.SH,20181030,20181030,20180930,1,4,0.31,0.31,16177158293.25,4092431891.06
13,600837.SH,20180830,20180830,20180630,1,4,0.26,0.26,10942263173.65,3459368944.8
14,600837.SH,20180427,20180427,20180331,1,4,0.15,0.15,5704680933.31,1991894846.31
15,600837.SH,20180328,20180328,20171231,1,4,0.75,0.74,28221667163.35,9875602870.26
16,600837.SH,20171028,20171028,20170930,1,4,0.53,0.53,19255445176.41,6940069535.06
17,600837.SH,20170830,20170830,20170630,1,4,0.35,0.35,12813956065.56,4516934146.44
18,600837.SH,20170428,20170428,20170331,1,4,0.19,0.19,6442835734.86,2590686686.73
19,600837.SH,20170330,20170330,20161231,1,4,0.7,0.7,28011665306.32,8930518254.41
