,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600487.SH,20201031,20201031,20200930,1,1,0.451,0.451,25364191643.18,888024292.99
1,600487.SH,20200831,20200831,20200630,1,1,0.2299,0.2299,15470491069.99,429687477.64
2,600487.SH,20200430,20200430,20200331,1,1,0.1226,0.1226,5945538302.51,188576563.82
3,600487.SH,20200430,20200430,20200331,1,1,0.1226,0.1226,5945538302.51,188576563.82
4,600487.SH,20200430,20200430,20191231,1,1,0.72,0.71,31760021429.46,1339529921.94
5,600487.SH,20191031,20191031,20190930,1,1,0.625,0.625,24600323911.82,1139490227.97
6,600487.SH,20190831,20190831,20190630,1,1,0.3838,0.3838,15412298261.84,708671357.31
7,600487.SH,20190430,20190430,20190331,1,1,0.24,0.24,6798936867.3,443255518.36
8,600487.SH,20190430,20190430,20181231,1,1,1.33,1.33,33865762437.45,2647366910.12
9,600487.SH,20181030,20181030,20180930,1,1,1.107,1.107,24106095572.64,2176425193.01
10,600487.SH,20180830,20180830,20180630,1,1,0.6155,0.6155,15271809446.4,1215294654.85
11,600487.SH,20180428,20180428,20180331,1,1,0.3543,0.3543,6327500644.44,491219257.9
12,600487.SH,20180428,20180428,20171231,1,1,1.6339,1.6339,25950269006.99,2235759940.1
13,600487.SH,20171030,20171030,20170930,1,1,1.318,1.318,19023075685.79,1780213482.88
14,600487.SH,20170830,20170830,20170630,1,1,0.62,0.62,11413146631.12,841067064.29
15,600487.SH,20170428,20170428,20170331,1,1,0.2237,0.2237,4577148468.51,326127079.11
16,600487.SH,20170422,20170422,20161231,1,1,1.0605,1.0605,19300546444.93,1523127437.5
