,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
0,2021-12-13,,,32.605,44.8922,14.5405,0.0,,202672.1057
1,2021-12-10,,,32.605,44.8922,14.5405,0.0,,202672.1057
2,2021-12-09,,,32.4935,44.7387,14.4908,0.0,,201979.2097
3,2021-12-08,,,32.4377,44.662,14.466,0.0,,201632.7616
4,2021-12-07,,,32.3263,44.5085,14.4162,0.0,,200939.8655
5,2021-12-06,,,32.4377,44.662,14.466,0.0,,201632.7616
6,2021-12-03,,,34.1655,47.0409,15.2365,0.0,,212372.651
7,2021-12-02,,,35.0016,48.192,15.6093,0.0,,217569.3716
8,2021-12-01,,,33.9983,46.8107,15.1619,0.0,,211333.3068
9,2021-11-30,,,32.8279,45.1992,14.64,0.0,,204057.8979
10,2021-11-29,,,31.2673,43.0505,13.944,0.0,,194357.3527
11,2021-11-26,,,29.7625,40.9785,13.2729,0.0,,185003.2555
12,2021-11-25,,,29.9297,41.2087,13.3475,0.0,,186042.5996
13,2021-11-24,,,30.3756,41.8226,13.5463,0.0,,188814.184
14,2021-11-23,,,30.9886,42.6668,13.8197,0.0,,192625.1125
15,2021-11-22,,,32.605,44.8922,14.5405,0.0,,202672.1057
16,2021-11-19,,,34.0541,46.8874,15.1868,0.0,,211679.7549
17,2021-11-18,,,33.6082,46.2735,14.9879,0.0,,208908.1705
18,2021-11-17,,,34.6114,47.6548,15.4353,0.0,,215144.2353
19,2021-11-16,,,33.0508,45.5061,14.7394,0.0,,205443.6901
20,2021-11-15,,,31.4903,43.3574,14.0434,0.0,,195743.1449
21,2021-11-12,,,32.0476,44.1248,14.292,0.0,,199207.6253
22,2021-11-11,,,31.4903,43.3574,14.0434,0.0,,195743.1449
23,2021-11-10,,,29.9854,41.2855,13.3723,0.0,,186389.0477
24,2021-11-09,,,30.5428,42.0529,13.6209,0.0,,189853.5281
25,2021-11-08,,,29.0936,40.0577,12.9746,0.0,,180845.879
26,2021-11-05,,,27.7003,38.1392,12.3532,0.0,,172184.6779
27,2021-11-04,,,28.4806,39.2135,12.7012,0.0,,177034.9505
28,2021-11-03,,,27.1987,37.4485,12.1295,0.0,,169066.6455
