,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2013-06-30,-0.0117,0.0041,0.0041,-0.0483,0.9489,0.9184,0.2884,1.1748,-1.2953,--,-0.4561,68.6355,-0.3919,-0.9238,-10.4648,24.9663,-4.0784,23.3995,24.6607,9.1304,75.0337,82.6379,-893.6437,-6517.0336,--,--,45433687.37,0.45,0.33,-11155454.03,-38.0311,-166.5746,-26.0546,38.3756,1.2173,147.8682,201.9975,0.8911,0.7842,0.0961,1873.0489,0.1353,1330.3769,0.2556,1.0604,1.0111,24.7083,80.1232,--,37.0239,--,261.8638,170.0954,--,--,59.5936,89.726,170.0954,--,14.1386,62.9761,591922879.38,1.0062,0.1125,--,0.1787,17.8681,--,--,--,3216800,--,--,--,11194408.2,6878.6,--,--,50579201.81,--,--,--,20664301.85,1002260.72,--
2013-03-31,-0.0501,-0.0395,-0.0395,--,1.2438,1.2081,0.0185,1.508,-1.3389,--,-1.7601,64.5121,-1.6037,-27.6212,-38.9201,29.6014,-39.8621,-5.01,-4.028,-1.7601,70.3986,104.1995,-0.8728,-167.202,--,--,18726728.12,-3.27,-3.21,-9213272.07,-32.6449,-3205.7079,-1.851,54.3652,0.5562,161.8123,193.5484,0.465,--,0.0402,2238.806,0.0558,1612.9032,0.0991,1.2379,1.1887,30.0621,-155.7443,--,43.6959,--,--,128.8547,--,--,--,69.3474,128.8547,--,--,56.3041,657434333.53,0.147,0.0065,--,0.0115,1.1528,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2012-12-31,0.0283,0.0378,0.0378,0.0387,1.2939,1.2476,-1.0799,1.508,-1.2994,--,0.8307,41.7887,1.1369,3.7506,3.6734,55.4228,2.0873,26.5714,20.5361,7.8115,--,35.9917,-3.969,1182.7594,--,--,130658686.54,3.03,3.08,8930555.3,89.1048,-21.472,2.2325,116.7809,10.1341,35.5236,39.5101,9.1116,3.5979,0.5447,660.9143,0.858,419.5804,1.0578,1.1976,1.1591,46.2475,224.4107,--,38.0378,--,350.9999,162.8964,--,--,60.8211,67.8133,162.8964,--,10.837,61.9622,785646880.04,-0.7977,-0.3175,-38.2178,-0.5123,-51.2348,--,--,--,3216800,--,--,--,17386.5,6878.6,--,--,579201.81,--,--,--,4825090.85,2260.72,--
2012-09-30,0.0419,0.047,0.047,--,1.3075,1.2567,0.4577,1.508,-1.2902,--,1.3254,45.3986,1.7717,6.6618,6.2354,51.5341,4.4999,4.1912,3.2054,1.3254,48.4659,38.3682,-0.6778,733.0092,--,--,97661480.33,3.74,3.81,--,83.3453,929.9076,5.9839,123.64,10.0367,26.9013,79.646,3.39,--,0.3937,685.8014,0.6411,421.1511,0.7239,1.2262,1.1185,81.7546,365.0422,--,41.3493,--,--,141.8422,--,--,--,67.9219,141.8422,--,--,58.6507,730355882.8,0.4914,0.1447,10.9197,0.2468,24.6766,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2012-06-30,0.0176,0.0276,0.0276,0.0255,1.2832,1.2374,-0.3077,1.508,-1.3096,--,0.948,58.2309,1.0264,6.7033,5.8433,37.8479,3.7962,24.7044,19.2523,13.3387,62.1521,52.2532,7.287,923.9211,--,--,62202598.21,2.23,2.26,5894733.71,44.9979,--,4.616,27.6107,11.3363,15.8782,85.4457,2.1066,1.2121,0.2704,665.6805,0.5864,306.9577,0.3629,1.6628,1.5176,61.3353,375.3964,--,69.2838,--,338.35,44.334,--,--,62.3011,70.6137,44.334,--,20.4769,30.7162,427765253.2,-0.6653,-0.1661,-17.526,-0.5409,-54.0898,--,--,--,3216800,--,--,--,3402.6,--,--,--,--,--,--,--,2048658.51,108500,--
2012-03-31,0.0016,0.0021,0.0021,--,1.2672,1.2119,-0.3203,1.508,-1.3351,--,0.0875,64.4978,0.0945,1.5878,1.1432,30.5254,0.8645,0.1613,0.1273,0.0875,69.4746,63.3547,27.1703,4109.0694,--,--,27796857.38,0.18,0.18,--,30.3342,--,--,52.3601,9.1569,9.8287,131.2527,0.6857,--,0.1093,823.4218,0.2412,373.1343,0.1473,1.588,1.4449,59.8217,171.4807,--,68.7233,--,--,45.5111,--,--,--,73.2385,45.5111,--,--,31.2767,425895327.96,-1.7163,-0.1737,-198.533,-0.5553,-55.5302,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2011-12-31,0.036,0.0269,0.0269,0.0223,1.2656,1.21,-0.0735,1.508,-1.3372,--,2.2931,72.8846,2.3921,6.8055,5.8191,20.9391,5.0263,25.876,20.4451,16.4906,79.0609,67.017,9.1645,1137.7196,--,--,120506987.38,2.04,3.94,4731013.49,15.3864,-61.7029,--,9.0228,31.0818,11.5823,202.1109,1.7812,1.8208,0.4759,756.4614,1.355,265.6827,1.274,2.0805,1.8052,150.3635,310.0604,--,80.658,--,329.6983,23.9803,--,--,63.2775,74.0884,23.9803,--,24.4642,19.342,362415187.93,-0.1027,-0.0468,-2.0427,-0.2422,-24.2169,--,--,--,3216800,--,--,--,3402.6,--,--,--,--,--,--,--,1896906.03,10500,--
2011-09-30,0.0041,0.0008,0.0008,--,1.2337,1.1858,-0.3213,1.508,-1.3612,--,0.2878,73.0139,0.2853,1.4106,0.0298,21.3625,0.8011,0.4069,0.3299,0.2878,78.6375,74.9004,97.927,5080.2373,--,--,85667544.03,0.06,--,--,14.7368,-21.0825,--,10.9382,16.729,16.1396,209.9697,1.2859,--,0.3561,758.214,1.1435,236.1172,0.9305,2.6665,2.1828,154.4043,135.2668,0.0224,87.2524,0.4593,--,14.61,76.6525,0.5237,--,77.056,14.61,784.3436,--,12.7476,326576655.31,-0.6325,-0.2272,-78.9558,-1.7826,-184.9243,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2011-06-30,-0.0031,-0.0032,-0.0033,-0.0034,1.2266,1.1818,-0.3114,1.508,-1.3652,--,-0.2122,74.5759,-0.2131,-0.0897,0.0432,19.8304,-0.9655,21.3509,17.407,14.7111,80.1696,77.9984,146.6193,-80424.7662,--,--,54940425.8,-0.28,-8.16,-664493.84,14.0909,-109.8467,--,-3.9002,11.408,15.7784,240.2242,0.7493,0.8062,0.2207,815.5868,0.7046,255.4641,0.5881,2.5241,2.0822,149.7576,98.4354,0.0448,84.5124,0.895,315.4381,18.3258,78.3428,1.0479,64.226,79.1724,16.5708,713.9424,26.7921,15.4876,335211029.11,-0.9763,-0.2146,--,-1.3854,-163.6676,--,--,--,3216800,--,--,--,604172.5,--,--,--,--,--,--,--,819547.65,4394401.58,--
2011-03-31,-0.0019,-0.0003,-0.0003,-0.01,-0.1789,-0.233,-0.0088,0.4192,-1.7009,--,-0.1228,71.39,-0.1122,0.4933,-8.947,22.6208,-1.0379,-0.1855,--,-0.1228,77.3792,87.439,1662.9728,12471.2538,--,--,23606381.15,--,0,0,11.7045,--,--,-19.1759,4.8248,18.6536,235.8491,0.3816,--,0.1081,832.5624,0.4396,204.7316,--,0.1834,0.1144,2.025,106.1174,-0.0161,-11.8402,1.3415,--,-944.5836,-774.4923,-12.7781,--,-686.7398,-872.1688,96.8153,--,111.8402,279532052.69,-0.0492,-0.0058,--,-0.0052,-0.5715,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2010-12-31,0.1173,0.0641,0.0641,-0.1922,-0.1771,-0.233,0.1507,0.4192,-1.7006,--,6.5279,72.6836,6.2384,13.7581,-7.1405,22.1191,15.144,38.9407,--,21.6673,77.8809,94.8609,142.4798,432.402,--,--,104149838.57,--,--,-35543574.71,7.4869,6.2654,--,-8.4923,21.5444,16.7097,227.2297,1.5843,1.4892,0.4119,873.9985,1.3813,260.624,--,0.291,0.233,2.2168,188.9903,-0.0157,-9.8531,1.1281,-35.2371,-1114.9087,-807.5361,-12.9293,64.8752,-715.081,-1041.7351,97.4041,27.9623,109.8531,332421568.09,0.1945,0.0838,1.2841,0.0763,8.2576,--,--,--,3216800,--,--,--,604172.5,--,--,--,--,0,--,--,819547.65,4394401.58,--
2010-09-30,0.0064,-0.0288,-0.0288,--,-0.288,-0.3448,0.1764,0.4192,-1.8127,--,0.4046,72.1122,0.3622,1.7994,1.8185,22.6266,1.1647,0.6439,--,0.4046,77.3734,95.2958,17.9603,3253.3036,--,--,73742375.44,--,--,--,2.5039,-97.6937,--,-30.2424,15.1777,17.7893,235.8491,1.1448,--,0.311,868.1672,1.2381,218.0761,--,0.1756,0.1128,2.0479,116.8981,-0.02,-18.0935,1.7834,--,-652.6861,-496.661,-10.9345,--,-447.7064,-607.6883,90.9248,--,118.0935,294377169.86,0.3191,0.1108,27.3978,0.0939,10.2476,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2010-06-30,0.0391,0.0046,0.0046,-0.085,-0.2553,-0.3113,0.1814,0.4192,-1.7792,--,2.0709,72.3571,2.0288,9.861,12.3202,22.2849,11.1868,33.5765,--,17.8045,77.7151,99.9819,2.1056,574.9402,0,0,46722218.76,--,--,-15772205.35,1.5631,-74.3865,--,-32.3222,8.4652,21.2635,251.9244,0.7145,0.6559,0.1814,992.2822,0.6025,298.7552,--,0.2864,0.2323,16.5605,182.8622,-0.0201,-13.5403,1.5051,-48.4806,-838.5383,-580.6213,-12.5058,63.9656,-516.0812,-787.7932,93.7245,27.9292,113.5403,348815449.51,0.5197,0.0962,4.646,0.0847,9.1487,--,--,--,3216800,0,0,--,1079457.34,--,--,--,--,30000,--,--,4473523.03,2657419.36,--
2010-03-31,-0.0522,-0.0521,-0.0521,--,-0.3466,-0.3681,-0.0107,0.4192,-1.8359,--,-2.7917,69.5454,-2.7231,-24.1661,-31.7902,25.2057,-32.616,-5.2199,--,-2.7917,74.7943,100.0804,-0.7764,-220.4624,--,--,20586868.31,--,--,--,-12.1588,--,--,-42.4416,4.6043,19.5469,244.6982,0.3678,--,0.0835,1077.8443,0.2836,317.3484,--,0.2618,0.2088,6.9176,-134.6881,-0.0214,-18.5365,1.7348,--,-639.4754,-423.997,-10.3254,--,-384.3149,-602.0903,89.5761,--,118.5365,345852262.82,-0.0669,-0.0057,--,-0.0048,-0.5211,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2009-12-31,0.1104,0.1413,0.1413,-0.323,-0.2944,-0.316,-0.1,0.4192,-1.7838,--,5.6213,72.6104,4.1935,12.3419,-47.7919,22.1839,15.3181,39.2725,--,19.9962,77.8161,107.3764,387.3364,436.5506,0,--,96797713.69,--,--,-59755929.9,-16.1512,--,--,-40.5107,25.787,13.9605,252.0655,1.4282,1.3065,0.2738,1314.8283,0.6689,538.197,--,0.2823,0.2295,7.5372,159.5026,-0.0243,-14.9899,1.8581,-54.7342,-767.1165,-532.45,-14.1498,65.5787,-466.4486,-723.1029,92.231,27.3867,114.9899,363271589.75,-0.1387,-0.0509,-0.9053,-0.0443,-4.7771,--,--,--,3216800,0,0,--,--,--,--,--,0,30000,--,--,--,--,--
2009-09-30,0.2792,0.299,0.299,--,-0.1256,-0.158,-0.1106,0.4192,-1.626,--,12.2374,73.4756,10.0018,42.0726,-30.2782,21.3621,51.7645,27.9196,--,12.2374,78.6379,98.0544,157.768,140.1844,--,--,73301133.62,--,--,--,-18.1898,--,--,-40.4288,21.592,12.5046,262.6204,1.0281,--,0.1932,1397.5155,0.4294,628.7844,--,0.4447,0.3928,18.5774,349.6718,-0.0377,-5.5055,1.955,--,-1916.3739,-1645.9341,-55.062,--,-1061.4681,-1733.0244,104.7809,--,105.5055,421999913.45,-0.205,-0.0485,-0.396,-0.0459,-5.1855,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2009-06-30,0.1525,0.172,0.172,-0.118,-0.2523,-0.286,-0.0619,0.4192,-1.7534,--,5.4718,75.0433,5.009,34.8179,-38.9625,19.7852,44.3579,41.9186,--,15.0435,80.2148,105.0627,186.0668,165.768,0,--,47711002.21,--,0,-21786496.07,-18.922,--,--,-28.0384,15.2187,11.8276,296.0039,0.6081,0.6269,0.1129,1594.3313,0.2298,783.2898,--,0.5171,0.4772,32.6665,274.5304,-0.0365,-9.0556,1.7462,-47.4983,-1204.2942,-667.3628,-23.8899,66.5754,-538.6742,-1113.0253,99.1907,19.065,109.0556,515405646.27,-0.18,-0.0222,-0.4057,-0.0204,-2.2413,--,--,--,3216800,0,0,--,374224.07,86070.53,--,--,40880,200000,--,--,6678707.95,35840613.84,--
2009-03-31,-0.0594,-0.0534,-0.0534,0,-0.4642,-0.5106,-0.0238,0.4192,-1.9785,--,-1.8281,74.8973,-1.8133,-24.1333,-31.7563,19.916,-32.5952,-5.9386,--,-1.8281,80.084,105.1834,-0.9985,-238.2054,--,--,25240007.21,--,0,0,-22.2884,--,--,-16.6091,8.177,11.0065,277.4353,0.3244,--,0.0556,1618.705,0.1168,770.5479,--,0.4554,0.4231,30.2661,-3.0464,-0.0283,-14.2891,1.6226,--,-799.8351,-411.217,-12.8106,--,-364.5199,-747.7174,93.5742,--,114.2891,600872260.92,-0.1305,-0.0073,--,-0.0064,-0.6956,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2008-12-31,-0.3515,-0.331,-0.331,-0.3042,-0.4048,-0.4572,0.2066,0.4192,-1.9251,--,-10.6456,73.3588,-9.6462,-31.0105,-39.366,21.8377,-40.8877,-9.4276,--,-2.8556,78.1623,104.6851,7.0805,-180.1321,--,--,116633018.13,--,--,-56262377.96,-14.2022,-848.6176,--,-17.1643,47.9451,7.5086,219.7132,1.6385,1.0123,0.2359,1526.0704,0.5367,670.7658,--,0.4585,0.4253,31.1743,-31.5542,-0.0285,-12.2615,1.5967,-71.5921,-915.563,-493.3999,-14.9713,68.7361,-429.1506,-855.7994,95.2742,17.1268,112.2615,610650389.64,0.2404,0.0626,--,0.0557,6.056,--,--,--,3216800,--,--,--,374224.07,86070.53,--,--,40880,200000,--,--,1678707.95,53045287.98,--
2008-09-30,-0.1747,-0.1734,-0.1734,-0.16,-0.2199,-0.3,-0.0586,0.4192,-1.7674,--,-4.5626,72.5115,-4.4717,-20.8815,-24.2077,22.7982,-26.505,-17.4742,--,-4.5626,77.2018,97.4863,3.6705,-277.8584,--,--,88423426.23,--,--,--,-2.2146,--,--,-1.9664,37.7635,7.1498,206.8173,1.3055,--,0.1687,1600.4742,0.4064,664.3701,--,0.4215,0.3914,24.8669,-1.7511,--,-5.742,--,--,-1841.5395,--,--,--,-1011.3714,-1732.3745,--,--,105.742,708395709.01,-0.0889,-0.0153,--,-0.0145,-1.538,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2008-06-30,-0.1059,-0.102,-0.102,-0.091,-0.1511,-0.228,0.0009,0.4192,-1.6958,--,-2.7348,70.7955,-2.6953,-19.8226,-21.4756,23.8052,-24.9784,34.5567,--,8.9243,75.6399,95.0619,6.9395,-287.4033,--,--,55514843.2,--,--,-16779387.01,15.8259,--,--,-3.4647,33.4556,5.3803,204.9647,0.8782,0.3789,0.1079,1668.2113,0.2605,690.9789,--,0.4273,0.3971,27.4299,3.0951,0,-3.9013,0,-13.6701,-2663.2351,-1493.1379,0,70.996,-1493.1379,-2504.3197,100.9438,28.5391,103.9013,716222871.4,0.002,0.0002,--,0.0002,0.0228,--,--,--,3216800,--,--,--,65991,--,--,--,48721694.99,40810.62,--,--,4273930.71,2819622.77,--
2008-03-31,-0.0599,-0.0516,-0.0516,0,-0.1051,-0.18,0.047,0.4192,-1.6456,--,-1.5386,-32.5114,-1.5211,-10.9591,-25.4545,128.0725,-25.5656,-5.9938,--,-1.5386,75.2506,97.1959,-11.5148,129.1477,0,--,-14098519.98,--,0,0,30.0819,--,--,-3.961,19.3393,4.6537,35.7924,2.5145,--,0.0595,1512.605,0.1441,624.5663,--,0.4293,0.3965,25.7569,-19.6149,0,-2.6982,0,--,-3806.2154,-2170.2879,0,--,-2170.2879,-3578.0621,102.153,--,102.6982,720548965.98,0.2005,0.0121,--,0.0117,1.2499,--,--,--,3216800,0,0,--,--,--,--,--,--,--,--,--,--,--,--
2007-12-31,0.0469,0.0625,0.0625,-0.2033,-0.0452,-0.126,0.4705,0.4192,-1.5941,--,1.1779,67.3976,1.1436,5.073,-0.5139,27.5162,4.6861,45.927,--,11.5235,72.4838,85.4209,548.2596,1125.6687,--,--,124892889.52,--,0,-37608951.69,-5.6915,--,--,-5.6687,12.4361,28.948,273.681,1.3154,0.7855,0.244,1475.4098,0.6485,555.1272,--,0.4323,0.4018,26.0926,126.4716,--,-1.1334,--,-3.9877,-8923.0853,--,--,73.314,-5195.4541,-8391.6247,--,28.422,101.1334,737182927.6,0.4697,0.1181,10.0224,0.1167,12.4129,--,--,--,3216800,--,--,--,89975.23,0,--,--,49716015.29,28740,--,--,3237826.29,2820349.39,--
2007-09-30,-0.1311,-0.107,-0.107,-0.157,-0.16,-0.286,0.1953,0.4259,-1.7933,--,-3.3568,72.1627,-3.2254,-15.8054,-26.2256,22.2476,-19.4512,-13.1142,--,-3.3568,77.7524,91.925,-41.4169,-381.2301,--,--,89990999.24,--,0,0,10.4405,--,-130.48,-16.662,8.285,32.589,526.6238,0.5127,--,0.1658,1628.468,0.4813,560.9807,--,0.3529,0.2793,5.2723,13.985,--,-4.0968,--,--,-2540.9547,--,--,--,-1597.1738,-2390.9571,--,--,104.0968,722605345.26,0.2896,0.05,--,0.048,5.1032,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2007-06-30,-0.1329,-0.109,-0.109,-0.109,-0.1618,-0.287,0.0635,0.4259,-1.7947,--,-3.3123,72.9532,-3.2263,-25.297,-34.5872,20.9212,-36.2986,43.1216,--,10.7504,79.0788,109.9467,-2.6904,-210.5117,0,21.0532,49390401.12,--,0,-20084905.86,-7.3541,--,-128.6691,-15.7057,4.4771,40.2046,711.7438,0.2529,0.2497,0.0889,2024.7469,0.2651,678.9891,--,0.333,0.2562,4.5368,-25.043,0,-4.0329,0,-10.6918,-2579.5951,-1669.9381,0,72.8428,-1669.9381,-2431.1913,100.5903,37.7198,104.0329,741928102.79,0.1734,0.0158,--,0.0152,1.6136,--,--,--,3216800,0,0,--,8666.45,61541.47,--,--,63374.4,--,--,--,58247910.56,14736825.59,--
2007-03-31,-0.0619,-0.05,-0.05,--,-0.0908,-0.23,0.0243,0.3044,-1.6168,--,-1.5257,75.4763,-1.4946,-25.1667,-33.7308,19.311,-34.3374,-6.1887,--,-1.5257,-33.7308,109.1926,-0.2341,-224.2847,--,--,25161207.39,--,--,--,12.4255,--,-116.2477,-11.9543,1.971,45.6621,786.0262,0.1145,--,0.0435,2068.9655,0.1305,689.6552,--,0.3201,0.2457,3.008,-42.0298,--,-2.2383,--,--,-4567.5827,--,--,--,-3024.6322,-4507.6596,--,--,102.2383,750267170.42,0.135,0.006,--,0.0059,0.5944,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2006-12-31,-0.7072,--,--,-0.28,-0.0393,-0.057,0.13,0.4192,-1.6565,-0.087,-16.7386,54.3835,-15.9936,-52.056,-47.3107,40.4093,-66.5727,-26.0576,--,-6.1674,59.0177,81.3956,24.0982,-82.2528,0,17.1877,106858571.44,--,0,-52357975.48,-43.9539,-1370.78,-106.6971,-8.5224,10.8418,33.2048,521.4368,0.6904,0.5671,0.2402,1498.751,0.6034,596.6192,3.8818,0.3606,0.2852,3.0163,-233.3172,0,-0.9298,0,-2.7701,-10854.611,-7060.6805,0,76.0498,-7060.6805,-10243.5265,103.5972,33.567,100.9298,781482531.41,0.1223,0.0308,--,0.0305,3.2295,--,--,--,3216800,0,0,--,6806.03,59343.61,--,--,78240,--,--,--,60049392.33,14447868.23,--
2006-09-30,-0.1396,--,--,0,0.5251,0.35,0.1249,0.4259,-1.1006,0.18,-2.9784,72.9402,-3.0006,-21.1192,-23.8102,21.3023,-22.8712,55.8593,106.3798,11.9159,80.6334,85.7233,-18.1821,-306.2284,--,--,82361595.45,-38.43,0,0,74.6356,--,39.1693,-16.8795,11.3401,23.8093,1959.3614,0.1378,0.2464,0.1312,2057.9268,0.3099,871.2488,1.0983,0.4578,0.2259,2.7923,-7.0184,--,11.2013,--,19.9815,792.7525,--,--,79.0081,536.7321,777.6001,--,56.0585,88.7987,867078044.3,0.2047,0.0267,--,0.03,3.0601,--,--,--,56775472.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2006-06-30,-0.0975,--,--,-0.113,0.7268,0.51,0.1163,0.8367,-1.3534,0.23,-1.5904,72.662,-1.6141,-16.8907,-21.0297,21.2823,-19.1552,77.2684,106.3091,12.6059,80.7836,97.2463,-31.801,-345.2992,0,8.0807,53098092.46,-20.97,-19.05,-16207422.61,72.7623,-439.0442,1.7109,-14.7689,7.9809,22.5538,2017.9372,0.0892,0.1578,0.0843,2135.2313,0.2,900,0.6866,0.4569,0.2271,3.2679,9.0616,0,11.8578,0,21.0723,743.3284,510.1295,0,79.8543,510.1295,729.2277,114.2555,56.2717,88.1422,880163567.3,0.2286,0.019,--,0.0215,2.1945,--,--,--,58790207.25,0,0,--,120474.45,8209293.48,--,--,--,--,--,--,35982488.66,16667302.74,--
2006-03-31,-0.0358,--,--,0,0.7198,0.58,0.0362,0.8367,-1.2816,0.3,-0.6035,75.7292,-0.6028,-15.1183,-16.5111,19.1915,-17.3437,74.2848,103.2011,12.5178,80.3084,85.6076,40.4896,-455.8777,0,-3.1942,22455329.69,-6.07,0,0,44.1327,-136.6103,-5.4106,-20.0257,3.3535,26.8376,2735.5623,0.0329,0.0692,0.0348,2586.2069,0.077,1168.8312,0.2799,0.5277,0.2936,2.9977,40.7071,0,12.1295,0,24.2662,724.4354,449.6488,0,79.2077,449.6488,710.1971,114.6514,49.9853,87.8705,852133707.51,0.1753,0.0061,--,0.0069,0.708,--,--,--,60522087.25,0,0,--,--,--,--,--,--,--,--,--,--,--,--
2005-12-31,0.0717,--,--,-0.02,0.7556,0.61,0.9392,0.8367,-1.2465,0.34,1.2049,37.0075,1.082,1.8553,0.4119,57.8848,2.9361,81.7522,108.192,13.7414,42.1152,34.0058,-123.7733,2056.4595,0,-19.8749,129743959.85,9.44,10.09,-3444006.85,158.4008,--,14.0471,-18.5166,34.2805,10.5016,432.121,0.8331,0.7842,0.3685,976.9335,0.7581,474.8714,3.4432,0.5237,0.2859,2.6791,118.2168,0,12.7009,0,25.1968,687.3448,434.4645,0,80.083,434.4645,673.7814,115.4039,50.4068,87.2991,854288325.12,0.3847,0.1579,13.1013,0.1808,18.4469,--,--,--,62486659,0,0,--,327573.81,8434531,--,--,0,--,--,--,38279243.26,4655767.58,--
2005-09-30,-0.0745,--,--,--,0.486,0.49,0.4208,--,--,0.31,-1.0256,80.0376,-1.023,-11.4645,-56.3644,14.6884,-16.5467,-7.4508,-15.3304,-1.0256,85.3116,129.665,-174.9238,-466.58,--,--,51750996.22,-13.6,--,--,-28.5629,--,-68.8128,-8.0076,--,--,--,--,--,0.0618,4368.932,--,--,0.7841,--,--,--,53.4319,--,6.6901,--,--,--,--,--,--,1494.7417,0,--,--,--,1043157565.42,0.9345,0.0579,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2005-06-30,0.0288,--,--,-0.1176,0.7146,0.59,0.2833,0.8363,-1.2442,0.43,0.3998,82.1659,0.3968,6.6483,-51.1593,12.5269,9.7607,71.5201,100.084,9.9449,87.4731,127.7335,532.6402,849.0115,0,-5.905,34754762.46,5.8,5.67,-16887844.83,-38.5936,--,-57.7776,-6.5258,3.6581,49.2059,11111.1111,0.0162,0.0926,0.0406,4433.4975,0.0784,2295.9184,0.4278,0.5844,0.2153,4.2581,125.5768,0,9.9365,0,22.8193,906.39,482.4851,0,82.0208,482.4851,896.4487,111.0704,43.5442,90.0635,1032679096.03,0.9619,0.0394,9.8544,0.0437,4.4229,--,--,--,68027152.5,0,0,--,4191300,1094000,--,--,3695423,--,--,--,53685750.74,25931556.3,--
2005-03-31,0.0978,--,--,--,0.761,0.63,0.1739,0.8363,-1.1786,--,1.3184,83.3449,1.329,46.356,-56.0604,11.2313,68.281,74.8462,98.355,10.0867,88.7687,132.3117,167.3536,120.6934,0,-3.0665,17146381.51,15.77,--,--,0.4627,--,-56.7115,-2.705,1.8658,48.2367,12676.0563,0.0071,0.0448,0.0195,4615.3846,0.037,2432.4324,0.2013,0.6091,0.2444,7.6422,310.6911,-0.0293,10.2554,1.0051,24.0452,875.0992,413.197,8.9259,82.9473,453.6934,865.7638,111.4381,42.6504,89.7446,1065509803.07,1.2137,0.0234,1.7774,0.0261,2.6695,--,--,--,63081482.87,0,0,--,--,--,--,--,--,--,--,--,--,--,--
2004-12-31,-1.0752,--,--,-0.77,0.6626,0.53,0.1965,0.8363,-1.2785,0.4,-14.7255,56.9212,-14.2546,-76.0947,-63.6323,37.6927,-113.7893,-43.7485,-66.0303,-5.9919,62.3073,117.0679,52.0579,-46.7091,0,-10.1367,77228496.73,-184.99,-91.51,-110348216.74,-59.4377,-1072.5093,-64.014,-6.1971,5.6955,63.2078,1854.7141,0.1941,0.2878,0.1253,2873.1045,0.2544,1415.0943,0.7548,0.5814,0.2454,7.8448,-405.7201,-0.0274,9.0744,1.0215,20.526,1001.9965,478.3611,10.1178,83.5038,532.209,991.2743,109.9652,44.2095,90.9256,1048420272.23,0.2079,0.0269,--,0.0296,3.0256,--,--,--,65050333.44,0,0,--,3934650,160000,--,--,557000,--,--,--,57197454.23,12976275.5,--
