,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,300144.SZ,20201029,20201029,20200930,1,1,0.0512,0.0512,618520719.87,123167413.87
1,300144.SZ,20200808,20200808,20200630,1,1,0.0152,0.0152,282874604.95,29617197.91
2,300144.SZ,20200808,20200808,20200630,1,1,0.0152,0.0152,282874604.95,29617197.91
3,300144.SZ,20200428,20200428,20200331,1,1,0.0344,0.0344,134352197.8,45849000.13
4,300144.SZ,20200428,20200428,20191231,1,1,0.9223,0.9223,2611753208.86,1364903511.2
5,300144.SZ,20200428,20200428,20191231,1,1,0.9223,0.9223,2611753208.86,1364903511.2
6,300144.SZ,20191023,20191023,20190930,1,1,0.8743,0.8743,2206169297.9,1299569213.24
7,300144.SZ,20191023,20191023,20190930,1,1,0.8743,0.8743,2206169297.9,1299569213.24
8,300144.SZ,20190822,20190822,20190630,1,1,0.5405,0.5405,1417337260.16,810700931.81
9,300144.SZ,20190425,20190425,20190331,1,1,0.2549,0.2549,824708476.12,390830781.92
10,300144.SZ,20190425,20190425,20190331,1,1,0.2549,0.2549,824708476.12,390830781.92
11,300144.SZ,20190328,20190328,20181231,1,1,0.89,0.89,3211192814.48,1277557771.63
12,300144.SZ,20181027,20181027,20180930,1,1,0.79,0.79,2470912647.89,1139027231.36
13,300144.SZ,20180823,20180823,20180630,1,1,0.46,0.46,1511122341.47,659529071.52
14,300144.SZ,20180426,20180426,20180331,1,1,0.22,0.22,711858013.42,319525845.99
15,300144.SZ,20180328,20180328,20171231,1,1,0.73,0.73,3023831231.26,1069274181.14
16,300144.SZ,20171026,20171026,20170930,1,1,0.63,0.63,2314326039.19,925370664.61
17,300144.SZ,20170816,20170816,20170630,1,1,0.36,0.36,1392625375.96,527277311.3
18,300144.SZ,20170426,20170426,20170331,1,1,0.1687,0.1687,671536114.3,243831209.66
19,300144.SZ,20170228,20170228,20161231,1,1,0.62,0.62,2644228901.65,916466911.99
