,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,603899.SH,20201028,20201028,20200930,1,1,0.9879,0.9879,8537802211.0,894134388.56
1,603899.SH,20201028,20201028,20200930,1,1,0.9879,0.9879,8537802211.0,894134388.56
2,603899.SH,20200822,20200822,20200630,1,1,0.5035,0.5035,4761423672.29,448922823.33
3,603899.SH,20200429,20200429,20200331,1,1,0.2504,0.2504,2083587295.14,215702358.68
4,603899.SH,20200414,20200414,20191231,1,1,1.1523,1.1523,11141101364.44,1076076843.66
5,603899.SH,20200414,20200414,20191231,1,1,1.1523,1.1523,11141101364.44,1076076843.66
6,603899.SH,20191026,20191026,20190930,1,1,0.8716,0.8716,7947344462.67,812680998.41
7,603899.SH,20191026,20191026,20190930,1,1,0.8716,0.8716,7947344462.67,812680998.41
8,603899.SH,20190824,20190824,20190630,1,1,0.5122,0.5122,4838623016.89,474629462.62
9,603899.SH,20190824,20190824,20190630,1,1,0.5122,0.5122,4838623016.89,474629462.62
10,603899.SH,20190427,20190427,20190331,1,1,0.2812,0.2812,2355613820.98,259595425.22
11,603899.SH,20190427,20190427,20190331,1,1,0.2812,0.2812,2355613820.98,259595425.22
12,603899.SH,20190326,20190326,20181231,1,1,0.877,0.877,8534988597.55,807836414.01
13,603899.SH,20181027,20181027,20180930,1,1,0.679,0.679,6123592570.19,630813187.23
14,603899.SH,20180818,20180818,20180630,1,1,0.4072,0.4072,3786631947.71,375225631.69
15,603899.SH,20180421,20180421,20180331,1,1,0.2224,0.2224,1840309548.13,199872163.76
16,603899.SH,20180327,20180327,20171231,1,1,0.6892,0.6892,6357102964.25,627161952.35
17,603899.SH,20171024,20171024,20170930,1,1,0.5334,0.5334,4492999748.3,483241855.1
18,603899.SH,20170819,20170819,20170630,1,1,0.3142,0.3142,2785408071.06,280450226.82
19,603899.SH,20170425,20170425,20170331,1,1,0.1805,0.1805,1412887390.59,162417735.97
20,603899.SH,20170321,20170321,20161231,1,1,0.5358,0.5358,4662465783.91,481262416.78
21,603899.SH,20170321,20170321,20161231,1,1,0.5358,0.5358,4662465783.91,481262416.78
