,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,000961.SZ,20201030,20201030,20200930,1,1,0.9782,0.9782,45856592475.21,4062727039.56
1,000961.SZ,20200825,20200825,20200630,1,1,0.5449,0.5449,29692978199.05,2369844169.29
2,000961.SZ,20200430,20200430,20200331,1,1,0.1654,0.1654,11585047184.4,743752881.95
3,000961.SZ,20200430,20200430,20200331,1,1,0.1654,0.1654,11585047184.4,743752881.95
4,000961.SZ,20200428,20200428,20191231,1,1,1.1151,1.1151,71830786061.08,4622566819.93
5,000961.SZ,20200428,20200428,20191231,1,1,1.1151,1.1151,71830786061.08,4622566819.93
6,000961.SZ,20191029,20191029,20190930,1,1,0.6103,0.6103,40956007097.37,2335849768.26
7,000961.SZ,20191029,20191029,20190930,1,1,0.6103,0.6103,40956007097.37,2335849768.26
8,000961.SZ,20190827,20190827,20190630,1,1,0.3537,0.3537,23320866135.81,1449372795.66
9,000961.SZ,20190430,20190430,20190331,1,1,0.13,0.13,8470838047.64,524740390.21
10,000961.SZ,20190430,20190430,20190331,1,1,0.13,0.13,8470838047.64,524740390.21
11,000961.SZ,20190423,20190423,20181231,1,1,0.5912,0.5912,40110125872.49,2312550906.9
12,000961.SZ,20181030,20181030,20180930,1,1,0.3416,0.3416,29995853020.1,1551572649.39
13,000961.SZ,20180815,20180815,20180630,1,1,0.2499,0.2499,15315977422.28,1019327156.38
14,000961.SZ,20180427,20180427,20180331,1,1,0.1023,0.1023,11347257656.18,449053967.62
15,000961.SZ,20180427,20180427,20171231,1,1,0.1625,0.1625,30552327467.21,537670913.33
16,000961.SZ,20171027,20171027,20170930,1,1,0.1089,0.1089,19020172113.31,482951364.63
17,000961.SZ,20170824,20180427,20170630,1,1,0.0955,0.0955,12668884407.09,378800472.14
18,000961.SZ,20170429,20180427,20170331,1,1,0.0406,0.0406,5712217509.29,126175406.19
19,000961.SZ,20170425,20180427,20161231,1,1,0.1161,0.1161,34439585805.09,359049634.51
