,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,603658.SH,20201030,20201030,20200930,1,1,1.2,1.2,2047341075.7,519954326.06
1,603658.SH,20200829,20200829,20200630,1,1,0.64,0.64,1205779467.25,275611940.18
2,603658.SH,20200829,20200829,20200630,1,1,0.64,0.64,1205779467.25,275611940.18
3,603658.SH,20200429,20200429,20200331,1,1,0.22,0.22,550376711.12,91544717.74
4,603658.SH,20200429,20200429,20200331,1,1,0.22,0.22,550376711.12,91544717.74
5,603658.SH,20200429,20200429,20191231,1,1,1.84,1.84,2679435637.43,786899862.8
6,603658.SH,20200429,20200429,20191231,1,1,1.84,1.84,2679435637.43,786899862.8
7,603658.SH,20191029,20191029,20190930,1,1,1.28,1.28,1893626340.97,548110447.83
8,603658.SH,20191029,20191029,20190930,1,1,1.28,1.28,1893626340.97,548110447.83
9,603658.SH,20190809,20190809,20190630,1,1,0.76,0.76,1179364033.06,326198955.65
10,603658.SH,20190809,20190809,20190630,1,1,0.76,0.76,1179364033.06,326198955.65
11,603658.SH,20190430,20190430,20190331,1,1,0.29,0.29,547965150.55,122433008.91
12,603658.SH,20190430,20190430,20190331,1,1,0.29,0.29,547965150.55,122433008.91
13,603658.SH,20190328,20190328,20181231,1,1,1.34,1.34,1929676026.98,575008656.21
14,603658.SH,20181031,20181031,20180930,1,1,0.98,0.98,1360205190.98,417587682.61
15,603658.SH,20180803,20180803,20180630,1,1,0.59,0.59,848303509.28,250998029.97
16,603658.SH,20180425,20180425,20180331,1,1,0.23,0.23,415596659.68,97996899.1
17,603658.SH,20180328,20180328,20171231,1,1,1.06,1.06,1400142047.05,449687018.04
18,603658.SH,20171027,20171027,20170930,1,1,0.77,0.77,982894835.98,324374994.09
19,603658.SH,20170803,20170803,20170630,1,1,0.46,0.46,582521831.97,191431554.29
20,603658.SH,20170425,20170425,20170331,1,1,0.16,0.16,241808844.94,67406423.93
21,603658.SH,20170303,20170303,20161231,1,1,0.89,0.89,980222975.48,349758059.57
22,603658.SH,20170425,20170425,20160331,1,1,0.14,0.14,192175938.47,54264408.51
