,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,002241.SZ,20201023,20201023,20200930,1,1,0.63,0.63,34730352069.19,2016208158.5
1,002241.SZ,20200821,20200821,20200630,1,1,0.25,0.25,15573024681.96,780797441.75
2,002241.SZ,20200422,20200422,20200331,1,1,0.09,0.09,6474023584.64,294094607.37
3,002241.SZ,20200417,20200417,20191231,1,1,0.4,0.4,35147806427.74,1279141621.01
4,002241.SZ,20191024,20191024,20190930,1,1,0.31,0.31,24134404733.64,984568699.19
5,002241.SZ,20191024,20191024,20190930,1,1,0.31,0.31,24134404733.64,984568699.19
6,002241.SZ,20190821,20190821,20190630,1,1,0.16,0.16,13575797933.18,523348311.4
7,002241.SZ,20190821,20190821,20190630,1,1,0.16,0.16,13575797933.18,523348311.4
8,002241.SZ,20190425,20190425,20190331,1,1,0.06,0.06,5705494533.57,203363767.5
9,002241.SZ,20190425,20190425,20190331,1,1,0.06,0.06,5705494533.57,203363767.5
10,002241.SZ,20190420,20190420,20181231,1,1,0.27,0.27,23750587785.28,844472628.17
11,002241.SZ,20181026,20181026,20180930,1,1,0.26,0.26,15447866017.74,843095759.88
12,002241.SZ,20180822,20180822,20180630,1,1,0.14,0.14,8426361039.89,432920364.73
13,002241.SZ,20180421,20180421,20180331,1,1,0.06,0.06,4045738552.24,181091258.86
14,002241.SZ,20180330,20180330,20171231,1,1,0.68,0.68,25536730614.49,2106754596.4
15,002241.SZ,20171020,20171020,20170930,1,1,0.44,0.44,17260042795.7,1370074876.68
16,002241.SZ,20170818,20170818,20170630,1,1,0.23,0.23,9973937503.79,706565059.09
17,002241.SZ,20170427,20170427,20170331,1,1,0.2,0.2,4525923770.19,287950842.42
18,002241.SZ,20170322,20170322,20161231,1,1,1.08,1.08,19287807649.88,1608949366.19
