,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600637.SH,20201029,20210122,20200930,1,1,0.3829,0.3829,7152814296.91,1232314346.07
1,600637.SH,20201029,20201029,20200930,1,1,0.3829,0.3829,7628496128.19,1232314346.07
2,600637.SH,20200826,20210122,20200630,1,1,0.2937,0.2937,5198120698.32,937440097.32
3,600637.SH,20200826,20200826,20200630,1,1,0.2937,0.2937,5900355680.81,937440097.32
4,600637.SH,20200430,20210122,20200331,1,1,0.0837,0.0837,2420016595.16,244005818.44
5,600637.SH,20200430,20200430,20200331,1,1,0.0837,0.0837,3097966958.38,244005818.44
6,600637.SH,20200430,20200430,20191231,1,1,0.5983,0.5983,12344599978.6,2229273291.53
7,600637.SH,20191030,20191030,20190930,1,1,0.3838,0.3838,8537039083.5,1432058705.89
8,600637.SH,20191030,20191030,20190930,1,1,0.3838,0.3838,8537039083.5,1432058705.89
9,600637.SH,20190828,20190828,20190630,1,1,0.3137,0.3137,5705563697.31,1164605336.32
10,600637.SH,20190430,20190430,20190331,1,1,0.1647,0.1647,2570663384.89,592248168.32
11,600637.SH,20190430,20190430,20181231,1,1,0.5903,0.5903,13633677574.9,2205166157.15
12,600637.SH,20181029,20181029,20180930,1,1,0.4425,0.4425,9280808078.47,1648851041.6
13,600637.SH,20180831,20180831,20180630,1,1,0.4695,0.4695,6027514444.78,1343515209.5
14,600637.SH,20180428,20180428,20180331,1,1,0.1782,0.1782,2798909909.81,482794900.19
15,600637.SH,20180421,20180421,20171231,1,1,0.8517,0.8517,16261159464.18,2397323947.02
16,600637.SH,20171031,20171031,20170930,1,1,0.3843,0.3843,12197977733.59,1189209055.07
17,600637.SH,20170830,20170830,20170630,1,1,0.4647,0.4654,8797433372.41,1361142819.85
18,600637.SH,20170429,20170429,20170331,1,1,0.1636,0.1636,3706443716.22,492918201.97
19,600637.SH,20170429,20170429,20161231,1,1,1.1171,1.1171,19445486379.41,3196303206.44
