,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600029.SH,20201031,20201031,20200930,1,1,-0.55,-0.55,65350000000.0,-8546000000.0
1,600029.SH,20201031,20201031,20200930,1,1,-0.55,-0.55,65350000000.0,-8546000000.0
2,600029.SH,20200829,20200829,20200630,1,1,-0.64,-0.64,38964000000.0,-9476000000.0
3,600029.SH,20200829,20200829,20200630,1,1,-0.64,-0.64,38964000000.0,-9476000000.0
4,600029.SH,20200430,20200430,20200331,1,1,-0.43,-0.43,21141000000.0,-6010000000.0
5,600029.SH,20200331,20200331,20191231,1,1,0.22,0.22,154322000000.0,3095000000.0
6,600029.SH,20191031,20191031,20190930,1,1,0.33,0.33,116665000000.0,4567000000.0
7,600029.SH,20191031,20191031,20190930,1,1,0.33,0.33,116665.0,4567.0
8,600029.SH,20190828,20190828,20190630,1,1,0.14,0.14,72939000000.0,1712000000.0
9,600029.SH,20190430,20190430,20190331,1,1,0.22,0.22,37633000000.0,2884000000.0
10,600029.SH,20190330,20190330,20181231,1,1,0.28,0.28,143623000000.0,3456000000.0
11,600029.SH,20181031,20181031,20180930,1,1,0.4,0.4,108889000000.0,4857000000.0
12,600029.SH,20180829,20180829,20180630,1,1,0.21,0.21,67555000000.0,2405000000.0
13,600029.SH,20180428,20180428,20180331,1,1,0.25,0.25,34101000000.0,2862000000.0
14,600029.SH,20180327,20180327,20171231,1,1,0.6,0.6,127489000000.0,6833000000.0
15,600029.SH,20171031,20171031,20170930,1,1,0.71,0.71,96123000000.0,8210000000.0
16,600029.SH,20170830,20170830,20170630,1,1,0.28,0.28,60319000000.0,3200000000.0
17,600029.SH,20170429,20170429,20170331,1,1,0.16,0.16,30969000000.0,1840000000.0
18,600029.SH,20170331,20170331,20161231,1,1,0.51,0.51,114792000000.0,5888000000.0
