,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600176.SH,20201027,20201027,20200930,1,1,0.3654,0.3654,7875547039.24,1260703184.8
1,600176.SH,20201027,20201027,20200930,1,1,0.3654,0.3654,7875547039.24,1260703184.8
2,600176.SH,20200819,20200819,20200630,1,1,0.2177,0.2177,4891587116.7,738992457.5
3,600176.SH,20200425,20200425,20200331,1,1,0.0884,0.0884,2442256400.55,301135613.27
4,600176.SH,20200425,20200425,20200331,1,1,0.0884,0.0884,2442256400.55,301135613.27
5,600176.SH,20200323,20200323,20191231,1,1,0.6078,0.6078,10493293115.71,2113459262.37
6,600176.SH,20200323,20200323,20191231,1,1,0.6078,0.6078,10493293115.71,2113459262.37
7,600176.SH,20191023,20191023,20190930,1,1,0.4422,0.4422,7738366006.29,1550890798.64
8,600176.SH,20191023,20191023,20190930,1,1,0.4422,0.4422,7738366006.29,1550890798.64
9,600176.SH,20190822,20190822,20190630,1,1,0.3009,0.3009,5062384258.54,1055183598.6
10,600176.SH,20190822,20190822,20190630,1,1,0.3009,0.3009,5062384258.54,1055183598.6
11,600176.SH,20190425,20190425,20190331,1,1,0.1424,0.1424,2496328836.03,494207002.36
12,600176.SH,20190425,20190425,20190331,1,1,0.1424,0.1424,2496328836.03,494207002.36
13,600176.SH,20190321,20190321,20181231,1,1,0.6778,0.6778,10032423279.18,2384834658.94
14,600176.SH,20181019,20181019,20180930,1,1,0.5461,0.5461,7629350441.43,1918074052.93
15,600176.SH,20180820,20180820,20180630,1,1,0.3618,0.3618,5017869518.74,1272149706.77
16,600176.SH,20180426,20180426,20180331,1,1,0.2114,0.2114,2494844789.39,621101609.94
17,600176.SH,20180320,20180320,20171231,1,1,0.7366,0.7366,8651549179.12,2157591416.96
18,600176.SH,20171012,20171012,20170930,1,1,0.5316,0.5316,6439317649.58,1560120478.41
19,600176.SH,20170818,20170818,20170630,1,1,0.3448,0.3448,4077468446.6,1012949434.28
20,600176.SH,20170429,20170429,20170331,1,1,0.1934,0.1934,1859506018.28,473887612.41
21,600176.SH,20170321,20170321,20161231,1,1,0.6254,0.6254,7446333673.92,1528719094.69
