,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601727.SH,20201027,20201027,20200930,1,1,0.1547,0.1547,81966534000.0,3420857000.0
1,601727.SH,20201027,20201027,20200930,1,1,0.1547,0.1547,81966534000.0,3420857000.0
2,601727.SH,20200829,20200829,20200630,1,1,0.1,0.1,52818950000.0,2498393000.0
3,601727.SH,20200430,20200430,20200331,1,1,0.0075,0.0075,14515897000.0,136981000.0
4,601727.SH,20200430,20200430,20200331,1,1,0.0075,0.0075,14515897000.0,136981000.0
5,601727.SH,20200416,20200416,20191231,1,1,0.23,0.23,126647718000.0,5812610000.0
6,601727.SH,20191030,20191030,20190930,1,1,0.1475,0.1475,74576420000.0,3735103000.0
7,601727.SH,20191030,20191030,20190930,1,1,0.1475,0.1475,74576420.0,3735103.0
8,601727.SH,20190831,20190831,20190630,1,1,0.1237,0.1235,52459563000.0,2899908000.0
9,601727.SH,20190831,20190831,20190630,1,1,0.1237,0.1235,52459563000.0,2899908000.0
10,601727.SH,20190430,20190430,20190331,1,1,0.0518,0.0513,20312815000.0,1134435000.0
11,601727.SH,20190330,20190330,20181231,1,1,0.2049,0.203,101157525000.0,5478622000.0
12,601727.SH,20190330,20190330,20181231,1,1,0.2049,0.203,101157525.0,5478622.0
13,601727.SH,20181031,20181031,20180930,1,1,0.1473,0.1473,69905398000.0,3971972000.0
14,601727.SH,20180831,20180831,20180630,1,1,0.1199,0.1199,51273997000.0,2937636000.0
15,601727.SH,20180428,20180428,20180331,1,1,0.0446,0.0446,18419990000.0,1123471000.0
16,601727.SH,20180330,20180330,20171231,1,1,0.1895,0.1895,79543794000.0,5006213000.0
17,601727.SH,20171031,20171031,20170930,1,1,0.1398,0.1398,58647550000.0,3549848000.0
18,601727.SH,20170831,20170831,20170630,1,1,0.1012,0.1012,36114606000.0,2286082000.0
19,601727.SH,20170422,20170422,20170331,1,1,0.0362,0.0362,13034616000.0,802795000.0
20,601727.SH,20170318,20170318,20161231,1,1,0.1556,0.1556,79078361000.0,4331226000.0
