,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,000001.SZ,20210202,20210202,20201231,1,2,1.4,1.4,153542000000.0,28928000000.0
1,000001.SZ,20201022,20201022,20200930,1,2,1.11,1.11,116564000000.0,22398000000.0
2,000001.SZ,20201022,20201022,20200930,1,2,1.11,1.11,116564000000.0,22398000000.0
3,000001.SZ,20200828,20200828,20200630,1,2,0.66,0.66,78328000000.0,13678000000.0
4,000001.SZ,20200828,20200828,20200630,1,2,0.66,0.66,78328000000.0,13678000000.0
5,000001.SZ,20200421,20200421,20200331,1,2,0.4,0.4,37926000000.0,8548000000.0
6,000001.SZ,20200421,20200421,20200331,1,2,0.4,0.4,37926000000.0,8548000000.0
7,000001.SZ,20200214,20200214,20191231,1,2,1.54,1.45,137958000000.0,28195000000.0
8,000001.SZ,20191022,20191022,20190930,1,2,1.32,1.32,102958000000.0,23621000000.0
9,000001.SZ,20190808,20190808,20190630,1,2,0.85,0.78,67829000000.0,15403000000.0
10,000001.SZ,20190808,20190808,20190630,1,2,0.85,0.78,67829000000.0,15403000000.0
11,000001.SZ,20190424,20190424,20190331,1,2,0.38,0.36,32476000000.0,7446000000.0
12,000001.SZ,20190307,20190307,20181231,1,2,1.39,1.39,116716000000.0,24818000000.0
13,000001.SZ,20181024,20181024,20180930,1,2,1.14,1.14,86664000000.0,20456000000.0
14,000001.SZ,20180816,20180816,20180630,1,2,0.73,0.73,57241000000.0,13372000000.0
15,000001.SZ,20180420,20180420,20180331,1,2,0.33,0.33,28026000000.0,6595000000.0
16,000001.SZ,20180315,20180315,20171231,1,2,1.3,1.3,105786000000.0,23189000000.0
17,000001.SZ,20180315,20180315,20171231,1,2,1.3,1.3,105786000000.0,23189000000.0
18,000001.SZ,20171021,20171021,20170930,1,2,1.06,1.06,79833000000.0,19153000000.0
19,000001.SZ,20170811,20170811,20170630,1,2,0.68,0.68,54073000000.0,12554000000.0
20,000001.SZ,20170422,20170422,20170331,1,2,0.31,0.31,27712000000.0,6214000000.0
21,000001.SZ,20170317,20170317,20161231,1,2,1.32,1.32,107715000000.0,22599000000.0
