,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,002624.SZ,20201030,20201030,20200930,1,1,0.93,0.93,8062057413.26,1779039675.07
1,002624.SZ,20201030,20201030,20200930,1,1,0.93,0.93,8062057413.26,1779039675.07
2,002624.SZ,20200829,20200829,20200630,1,1,0.66,0.66,5143629319.8,1255972366.63
3,002624.SZ,20200829,20200829,20200630,1,1,0.66,0.66,5143629319.8,1255972366.63
4,002624.SZ,20200424,20200424,20200331,1,1,0.48,0.48,2574485375.2,608405256.02
5,002624.SZ,20200424,20200424,20191231,1,1,1.16,1.16,8039021278.77,1447155065.47
6,002624.SZ,20191028,20191028,20190930,1,1,1.14,1.14,5812185526.34,1461471820.71
7,002624.SZ,20191028,20191028,20190930,1,1,1.14,1.14,5812185526.34,1461471820.71
8,002624.SZ,20190810,20190810,20190630,1,1,0.79,0.79,3656353643.33,1012363381.58
9,002624.SZ,20190810,20190810,20190630,1,1,0.79,0.79,3656353643.33,1012363381.58
10,002624.SZ,20190430,20190430,20190331,1,1,0.37,0.37,2041731556.87,486348614.12
11,002624.SZ,20190430,20190430,20181231,1,1,1.3,1.3,8033765031.35,1759385178.13
12,002624.SZ,20181029,20181029,20180930,1,1,1.0,1.0,5513093648.6,1373263829.14
13,002624.SZ,20180821,20180821,20180630,1,1,0.59,0.59,3666895330.72,806853625.23
14,002624.SZ,20180421,20180421,20180331,1,1,0.27,0.27,1802655008.09,391339927.15
15,002624.SZ,20180330,20180330,20171231,1,1,1.14,1.14,7929815019.06,1459910930.96
16,002624.SZ,20171028,20171028,20170930,1,1,0.82,0.82,5524268248.6,1035624840.03
17,002624.SZ,20170823,20170823,20170630,1,1,0.51,0.51,3588045578.56,651693496.17
18,002624.SZ,20170428,20170428,20170331,1,1,0.25,0.25,1910221140.3,317636853.39
19,002624.SZ,20170317,20170317,20161231,1,1,0.96,0.96,6158831750.74,1133147743.46
