,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601166.SH,20201030,20201030,20200930,1,2,2.37,2.37,151783000000.0,52554000000.0
1,601166.SH,20201030,20201030,20200930,1,2,2.37,,151783000000.0,52554000000.0
2,601166.SH,20200829,20200829,20200630,1,2,1.45,1.45,100017000000.0,32970000000.0
3,601166.SH,20200429,20200429,20200331,1,2,1.01,1.01,50258000000.0,21151000000.0
4,601166.SH,20200429,20200429,20200331,1,2,,,50258000000.0,
5,601166.SH,20200429,20200429,20191231,1,2,3.1,3.1,181308000000.0,66702000000.0
6,601166.SH,20200429,20200429,20191231,1,2,,,181308000000.0,
7,601166.SH,20191030,20191030,20190930,1,2,2.57,2.57,136606000000.0,55367000000.0
8,601166.SH,20191030,20191030,20190930,1,2,,,136606000000.0,55367000000.0
9,601166.SH,20190828,20190828,20190630,1,2,1.66,1.66,89907000000.0,36109000000.0
10,601166.SH,20190430,20190430,20190331,1,2,0.95,0.95,47619000000.0,19786000000.0
11,601166.SH,20190430,20190430,20190331,1,2,0.95,0.95,47619000000.0,19786000000.0
12,601166.SH,20190430,20190430,20181231,1,2,2.85,2.85,158287000000.0,61245000000.0
13,601166.SH,20190430,20190430,20181231,1,2,2.85,2.85,158287000000.0,61245000000.0
14,601166.SH,20181027,20181027,20180930,1,2,2.36,2.36,114619000000.0,50969000000.0
15,601166.SH,20180829,20180829,20180630,1,2,1.55,1.55,73385000000.0,33838000000.0
16,601166.SH,20180425,20180425,20180331,1,2,0.85,0.85,35332000000.0,17720000000.0
17,601166.SH,20180425,20180425,20171231,1,2,2.74,2.74,139975000000.0,57735000000.0
18,601166.SH,20171028,20171028,20170930,1,2,2.26,2.26,103040000000.0,47493000000.0
19,601166.SH,20170830,20170830,20170630,1,2,1.51,1.51,68107000000.0,31839000000.0
20,601166.SH,20170429,20170429,20170331,1,2,0.88,0.88,34546000000.0,16924000000.0
21,601166.SH,20170429,20170429,20161231,1,2,2.77,2.77,157060000000.0,54327000000.0
