,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,002179.SZ,20201030,20201030,20200930,1,1,1.0191,1.0191,7666408944.57,1178204539.92
1,002179.SZ,20200822,20200822,20200630,1,1,0.6177,0.6177,4809927826.11,698856516.55
2,002179.SZ,20200822,20200822,20200630,1,1,0.6177,0.6177,4809927826.11,698856516.55
3,002179.SZ,20200424,20200424,20200331,1,1,0.1541,0.1501,1799899184.8,164777853.57
4,002179.SZ,20200424,20200424,20200331,1,1,0.1541,0.1501,1799899184.8,164777853.57
5,002179.SZ,20200331,20200331,20191231,1,1,1.0422,1.0409,9158826503.64,1162569223.38
6,002179.SZ,20191025,20191025,20190930,1,1,0.8045,0.8009,6892193468.44,902170209.96
7,002179.SZ,20191025,20191025,20190930,1,1,0.8045,0.8009,6892193468.44,902170209.96
8,002179.SZ,20190824,20190824,20190630,1,1,0.5614,0.5492,4596659434.77,617968579.91
9,002179.SZ,20190824,20190824,20190630,1,1,0.5614,0.5492,4596659434.77,617968579.91
10,002179.SZ,20190426,20190426,20190331,1,1,0.2947,0.2882,2156112564.5,247016305.25
11,002179.SZ,20190426,20190426,20190331,1,1,0.2947,0.2882,2156112564.5,247016305.25
12,002179.SZ,20190321,20190321,20181231,1,1,1.2165,1.2161,7816018656.41,1009520075.42
13,002179.SZ,20181026,20181026,20180930,1,1,0.8888,0.8814,5775097527.85,739488550.95
14,002179.SZ,20180825,20180825,20180630,1,1,0.5929,0.5883,3584825699.13,489992747.47
15,002179.SZ,20180427,20180427,20180331,1,1,0.2137,0.212,1477251373.79,171405661.1
16,002179.SZ,20180317,20180317,20171231,1,1,1.0525,1.0454,6361813149.33,866373254.1
17,002179.SZ,20171027,20171027,20170930,1,1,0.8035,0.7975,4499668567.89,664239878.91
18,002179.SZ,20170831,20170831,20170630,1,1,0.5638,0.5602,3032730012.66,478149082.64
19,002179.SZ,20170428,20170428,20170331,1,1,0.3049,0.3046,1422379682.55,197273469.09
20,002179.SZ,20170316,20170316,20161231,1,1,1.22,1.22,5854802051.16,776488985.52
