,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600025.SH,20201029,20201029,20200930,1,1,0.24,0.24,14725906074.06,4644279445.02
1,600025.SH,20201029,20201029,20200930,1,1,0.24,0.24,14725906074.06,4644279445.02
2,600025.SH,20200827,20200827,20200630,1,1,0.08,0.08,8070669260.42,1514472552.54
3,600025.SH,20200827,20200827,20200630,1,1,0.08,0.08,8070669260.42,1514472552.54
4,600025.SH,20200425,20200425,20200331,1,1,0.0,0.0,3102677855.86,12579631.67
5,600025.SH,20200425,20200425,20200331,1,1,0.0,0.0,3102677855.86,12579631.67
6,600025.SH,20200425,20200425,20191231,1,1,0.308,0.308,20800941121.1,5936517593.42
7,600025.SH,20191029,20191029,20190930,1,1,0.27,0.27,16315471556.04,5190515299.68
8,600025.SH,20191029,20191029,20190930,1,1,0.27,0.27,16315471556.04,5190515299.68
9,600025.SH,20190823,20190823,20190630,1,1,0.16,0.16,10588509431.56,2943259100.52
10,600025.SH,20190823,20190823,20190630,1,1,0.16,0.16,10588509431.56,2943259100.52
11,600025.SH,20190426,20190426,20190331,1,1,0.04,0.05,4437719158.49,858302583.01
12,600025.SH,20190426,20190426,20190331,1,1,0.04,0.05,4437719158.49,858302583.01
13,600025.SH,20190426,20190426,20181231,1,1,0.32,0.32,15516479019.57,6050342160.34
14,600025.SH,20190426,20190426,20181231,1,1,0.32,0.32,15516479019.57,6050342160.34
15,600025.SH,20181030,20181030,20180930,1,1,0.12,0.12,11313870795.09,2491937806.99
16,600025.SH,20180830,20180830,20180630,1,1,0.05,0.05,6469941622.2,1044384853.09
17,600025.SH,20180426,20180426,20180331,1,1,0.02,0.02,2965400852.32,408475995.59
18,600025.SH,20180426,20180426,20171231,1,1,0.14,0.14,12847576870.23,2370930791.64
19,600025.SH,20171214,20171214,20170930,1,1,0.1,0.1,9106821207.82,1801076120.13
20,600025.SH,20171106,20171106,20170630,1,1,0.09,0.09,6481262886.61,1674097494.76
21,600025.SH,20170828,20170828,20170331,1,1,0.05,0.05,3281477043.92,882125072.45
22,600025.SH,20171106,20171106,20161231,1,1,0.03,0.03,11552027813.84,732713002.87
23,600025.SH,20171214,20171214,20160930,1,1,0.05,0.05,8789411610.77,994599847.44
24,600025.SH,20171106,20171106,20151231,1,1,0.14,0.14,12960844357.3,2524679109.44
25,600025.SH,20171106,20171106,20141231,1,1,0.3,0.3,15608436400.66,4792855138.63
