,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600887.SH,20201030,20201030,20200930,1,1,1.0,1.01,73505693128.82,6043701123.76
1,600887.SH,20200828,20200828,20200630,1,1,0.61,0.63,47344133264.53,3756966801.59
2,600887.SH,20200828,20200828,20200630,1,1,0.61,0.63,47344133264.53,3756966801.59
3,600887.SH,20200429,20200429,20200331,1,1,0.19,0.19,20544425567.09,1152255410.95
4,600887.SH,20200429,20200429,20191231,1,1,1.15,1.15,90009132852.26,6950726155.12
5,600887.SH,20191031,20191031,20190930,1,1,0.93,0.93,68517176946.94,5648477049.17
6,600887.SH,20191031,20191031,20190930,1,1,0.93,0.93,68517176946.94,5648477049.17
7,600887.SH,20190830,20190830,20190630,1,1,0.62,0.62,44965134235.28,3798421658.68
8,600887.SH,20190830,20190830,20190630,1,1,0.62,0.62,44965134235.28,3798421658.68
9,600887.SH,20190426,20190426,20190331,1,1,0.37,0.37,23077373617.97,2280462693.72
10,600887.SH,20190426,20190426,20190331,1,1,0.37,0.37,23077373617.97,2280462693.72
11,600887.SH,20190228,20190228,20181231,1,1,1.06,1.06,78976388687.29,6451996108.27
12,600887.SH,20181031,20181031,20180930,1,1,0.83,0.83,60846276714.34,5055670258.03
13,600887.SH,20180831,20180831,20180630,1,1,0.57,0.57,39588519723.58,3468664059.28
14,600887.SH,20180427,20180427,20180331,1,1,0.35,0.34,19575653902.94,2106241749.01
15,600887.SH,20180427,20180427,20171231,1,1,0.99,0.99,67547449530.32,6002814975.11
16,600887.SH,20171031,20171031,20170930,1,1,0.81,0.81,52126895563.29,4939016206.4
17,600887.SH,20170831,20170831,20170630,1,1,0.55,0.55,33301766306.64,3367763211.15
18,600887.SH,20170429,20170429,20170331,1,1,0.29,0.29,15716290527.84,1736359693.3
19,600887.SH,20170331,20170331,20161231,1,1,0.93,0.93,60312009671.16,5669035236.87
