,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,603288.SH,20201031,20201031,20200930,1,1,1.41,1.41,17086156372.37,4577192960.19
1,603288.SH,20201031,20201031,20200930,1,1,1.41,1.41,17086156372.37,4577192960.19
2,603288.SH,20200828,20200828,20200630,1,1,1.0,1.0,11594629731.06,3255876124.11
3,603288.SH,20200425,20200425,20200331,1,1,0.6,0.6,5883827457.9,1614152619.39
4,603288.SH,20200326,20200326,20191231,1,1,1.98,1.98,19796889800.07,5356242594.52
5,603288.SH,20191030,20191030,20190930,1,1,1.42,1.42,14824449073.53,3837293135.3
6,603288.SH,20191030,20191030,20190930,1,1,1.42,1.42,14824449073.53,3837293135.3
7,603288.SH,20190815,20190815,20190630,1,1,1.02,1.02,10159964399.96,2751461961.62
8,603288.SH,20190815,20190815,20190630,1,1,1.02,1.02,10159964399.96,2751461961.62
9,603288.SH,20190426,20190426,20190331,1,1,0.55,0.55,5490145323.69,1477644518.32
10,603288.SH,20190426,20190426,20190331,1,1,0.55,0.55,5490145323.69,1477644518.32
11,603288.SH,20190326,20190326,20181231,1,1,1.62,1.62,17034475127.23,4366673677.36
12,603288.SH,20181030,20181030,20180930,1,1,1.16,1.16,12711755900.37,3132574344.43
13,603288.SH,20180815,20180815,20180630,1,1,0.83,0.83,8720047919.48,2248834397.35
14,603288.SH,20180426,20180426,20180331,1,1,0.45,0.45,4694422947.44,1203265211.42
15,603288.SH,20180323,20180323,20171231,1,1,1.31,1.31,14584310896.6,3531478779.33
16,603288.SH,20171027,20171027,20170930,1,1,0.94,0.94,10845807320.82,2538328659.25
17,603288.SH,20170815,20170815,20170630,1,1,0.68,0.68,7437581123.46,1821954244.9
18,603288.SH,20170426,20170426,20170331,1,1,0.36,0.36,4011026841.44,975710732.9
19,603288.SH,20170323,20170323,20161231,1,1,1.05,1.05,12458558940.81,2843133968.17
