,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,300433.SZ,20201027,20201027,20200930,1,1,0.79,0.78,26082647689.31,3477180955.77
1,300433.SZ,20200818,20200818,20200630,1,1,0.4391,0.4368,15567579948.79,1928039740.54
2,300433.SZ,20200430,20200430,20200331,1,1,0.2,0.2,6950264309.92,887979376.45
3,300433.SZ,20200428,20200428,20191231,1,1,0.62,0.61,30257760248.61,2429311929.84
4,300433.SZ,20200428,20200428,20191231,1,1,0.62,0.61,30257760248.61,2429311929.84
5,300433.SZ,20191022,20191022,20190930,1,1,0.28,0.28,20595103848.92,1116018335.14
6,300433.SZ,20191022,20191022,20190930,1,1,0.28,0.28,20595103848.92,1116018335.14
7,300433.SZ,20190830,20190830,20190630,1,1,-0.0398,-0.0398,11358901939.43,-180569293.49
8,300433.SZ,20190426,20190426,20190331,1,1,-0.02,-0.02,4806629496.33,-101866121.83
9,300433.SZ,20190426,20190426,20190331,1,1,-0.02,-0.02,4806629496.33,-101866121.83
10,300433.SZ,20190426,20190426,20181231,1,1,0.16,0.16,27717496839.46,600603256.77
11,300433.SZ,20181029,20181029,20180930,1,1,0.27,0.27,18993066842.77,1028343557.12
12,300433.SZ,20180830,20180830,20180630,1,1,0.1744,0.1736,10893413811.38,436997785.35
13,300433.SZ,20180427,20180427,20180331,1,1,0.0418,0.0417,4494352714.9,95616768.39
14,300433.SZ,20180424,20180424,20171231,1,1,0.78,0.78,23702962254.39,2023059926.59
15,300433.SZ,20180424,20180424,20171231,1,1,0.78,0.78,23702962254.39,2023059926.59
16,300433.SZ,20171027,20171027,20170930,1,1,0.3411,0.3411,15116573157.56,879209234.22
17,300433.SZ,20170812,20170812,20170630,1,1,0.1188,0.1188,8660976957.71,306533424.57
18,300433.SZ,20170426,20170426,20170331,1,1,0.1011,0.1011,4108446695.19,220312165.74
19,300433.SZ,20170420,20170420,20161231,1,1,0.57,0.57,15236116891.15,1204960221.14
