,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601998.SH,20201030,20201030,20200930,1,2,0.73,0.67,149174000000.0,37363000000.0
1,601998.SH,20201030,20201030,20200930,1,2,0.73,0.67,149174000000.0,37363000000.0
2,601998.SH,20200828,20200828,20200630,1,2,0.52,0.48,102013000000.0,25964000000.0
3,601998.SH,20200828,20200828,20200630,1,2,0.52,0.48,102013000000.0,25964000000.0
4,601998.SH,20200424,20200424,20200331,1,2,0.3,0.27,51509000000.0,14559000000.0
5,601998.SH,20200327,20200327,20191231,1,2,0.95,0.89,187584000000.0,48994000000.0
6,601998.SH,20191018,20191018,20190930,1,2,0.81,0.75,142387000000.0,41544000000.0
7,601998.SH,20190828,20190828,20190630,1,2,0.58,0.55,93150000000.0,28837000000.0
8,601998.SH,20190426,20190426,20190331,1,2,0.27,0.26,47410000000.0,13402000000.0
9,601998.SH,20190327,20190327,20181231,1,2,0.88,0.88,164854000000.0,45376000000.0
10,601998.SH,20190327,20190327,20181231,1,2,0.88,0.88,164854000000.0,45376000000.0
11,601998.SH,20181026,20181026,20180930,1,2,0.72,0.72,121384000000.0,37472000000.0
12,601998.SH,20180828,20180828,20180630,1,2,0.53,0.53,81052000000.0,26175000000.0
13,601998.SH,20180427,20180427,20180331,1,2,0.25,0.25,39638000000.0,12429000000.0
14,601998.SH,20180327,20180327,20171231,1,2,0.84,0.84,156708000000.0,42878000000.0
15,601998.SH,20171025,20171025,20170930,1,2,0.68,0.68,115307000000.0,34895000000.0
16,601998.SH,20170825,20170825,20170630,1,2,0.49,0.49,76580000000.0,24164000000.0
17,601998.SH,20170426,20170426,20170331,1,2,0.23,0.23,37778000000.0,11392000000.0
18,601998.SH,20170323,20170323,20161231,1,2,0.85,0.85,153781000000.0,41786000000.0
