,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,600104.SH,20201031,20201031,20200930,1,1,1.426,,484647046447.23,21372706556.08
1,600104.SH,20200828,20200828,20200630,1,1,0.718,,274520292130.57,10987521767.38
2,600104.SH,20200828,20200828,20200630,1,1,0.718,,274520292130.57,10987521767.38
3,600104.SH,20200430,20200430,20200331,1,1,0.096,,101249899781.14,1440832768.78
4,600104.SH,20200430,20200430,20200331,1,1,0.096,,101249899781.14,1440832768.78
5,600104.SH,20200414,20200414,20191231,1,1,2.191,,826530002967.87,35288906907.63
6,600104.SH,20200414,20200414,20191231,1,1,2.191,,826530002967.87,35288906907.63
7,600104.SH,20191031,20191031,20190930,1,1,1.78,,572819315466.19,27844749252.74
8,600104.SH,20191031,20191031,20190930,1,1,1.78,,572819315466.19,27844749252.74
9,600104.SH,20190830,20190830,20190630,1,1,1.178,,367915848858.17,18324471161.57
10,600104.SH,20190430,20190430,20190331,1,1,0.706,,196015557324.56,10969530044.4
11,600104.SH,20190402,20190402,20181231,1,1,3.082,,887626207288.41,48404663401.86
12,600104.SH,20190402,20190402,20181231,1,1,3.082,,887626207288.41,48404663401.86
13,600104.SH,20181030,20181030,20180930,1,1,2.369,,663164842616.55,38166413386.79
14,600104.SH,20180831,20180831,20180630,1,1,1.625,,457178484075.73,26752561088.18
15,600104.SH,20180428,20180428,20180331,1,1,0.831,,234852509760.62,14042029794.15
16,600104.SH,20180330,20180330,20171231,1,1,2.959,,857977717906.64,47116097512.19
17,600104.SH,20171031,20171031,20170930,1,1,2.122,,598419418220.01,33466371237.79
18,600104.SH,20170830,20170830,20170630,1,1,1.379,,390107858861.45,21933720305.31
19,600104.SH,20170429,20170429,20170331,1,1,0.721,,193168348654.99,11527762951.63
20,600104.SH,20170406,20170406,20161231,1,1,2.903,,746236741228.56,43961961698.34
