,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,601198.SH,20201031,20201031,20200930,1,4,0.46,,4113943713.87,1272920103.76
1,601198.SH,20201031,20201031,20200930,1,4,0.46,,4113943713.87,1272920103.76
2,601198.SH,20200828,20200828,20200630,1,4,0.285,,2525534532.1,786237278.62
3,601198.SH,20200828,20200828,20200630,1,4,0.285,,2525534532.1,786237278.62
4,601198.SH,20200430,20200430,20200331,1,4,0.11,,713353425.31,309512125.97
5,601198.SH,20200430,20200430,20191231,1,4,0.443,,3973389371.74,1221446096.51
6,601198.SH,20191030,20191030,20190930,1,4,0.4,,2810678218.12,1107709442.91
7,601198.SH,20190828,20190828,20190630,1,4,0.313,,1887329793.75,864227600.53
8,601198.SH,20190427,20190427,20190331,1,4,0.2,0.2,1027231120.26,554978904.27
9,601198.SH,20190427,20190427,20190331,1,4,0.2,0.2,1027231120.26,554978904.27
10,601198.SH,20190427,20190427,20181231,1,4,0.366,,3314496768.38,1008384426.96
11,601198.SH,20190427,20190427,20181231,1,4,0.366,,3314496768.38,1008384426.96
12,601198.SH,20181031,20181031,20180930,1,4,0.28,0.28,2205833257.82,778284006.51
13,601198.SH,20180830,20180830,20180630,1,4,0.209,0.209,1470051891.72,575960672.12
14,601198.SH,20180427,20180427,20180331,1,4,0.1,0.1,657519868.13,277034497.87
15,601198.SH,20180427,20180427,20171231,1,4,0.475,0.475,3626978660.51,1309660386.85
16,601198.SH,20171028,20171028,20170930,1,4,0.34,0.34,2459379773.94,938435704.19
17,601198.SH,20170819,20170819,20170630,1,4,0.205,0.205,1411343024.47,572344788.14
18,601198.SH,20170424,20170424,20170331,1,4,0.11,0.11,720592142.4,307289063.94
19,601198.SH,20170424,20170424,20161231,1,4,0.527,0.527,3573157614.34,1352868018.55
