,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,603160.SH,20201030,20201030,20200930,1,1,2.44,2.38,5128237726.45,1100084597.36
1,603160.SH,20200828,20200828,20200630,1,1,1.32,1.28,3056096472.31,597325017.92
2,603160.SH,20200828,20200828,20200630,1,1,1.32,1.28,3056096472.31,597325017.92
3,603160.SH,20200429,20200429,20200331,1,1,0.44,0.44,1350516369.18,204712839.58
4,603160.SH,20200429,20200429,20191231,1,1,5.17,4.99,6473254534.5,2317357060.66
5,603160.SH,20191025,20191025,20190930,1,1,3.82,3.68,4678220795.52,1712310161.99
6,603160.SH,20190830,20190830,20190630,1,1,2.27,2.2,2886715291.61,1016840592.76
7,603160.SH,20190830,20190830,20190630,1,1,2.27,2.2,2886715291.61,1016840592.76
8,603160.SH,20190413,20190413,20190331,1,1,0.91,0.9,1224785064.56,414214424.07
9,603160.SH,20190413,20190413,20190331,1,1,0.91,0.9,1224785064.56,414214424.07
10,603160.SH,20190413,20190413,20181231,1,1,1.65,1.62,3721291685.55,742498646.02
11,603160.SH,20181031,20181031,20180930,1,1,0.7,0.7,2365474631.54,318734453.92
12,603160.SH,20180825,20180825,20180630,1,1,0.25,0.25,1388462289.88,112227548.08
13,603160.SH,20180427,20180427,20180331,1,1,0.04,0.04,571287633.56,19356247.14
14,603160.SH,20180427,20180427,20171231,1,1,1.95,1.96,3681594308.56,886942795.98
15,603160.SH,20171023,20171023,20170930,1,1,1.71,1.71,2855854474.35,762634595.73
16,603160.SH,20170828,20170828,20170630,1,1,1.0831,1.0831,1837793705.28,481975235.2
17,603160.SH,20170429,20170429,20170331,1,1,0.394,0.394,731459424.45,175347785.19
18,603160.SH,20170408,20170408,20161231,1,1,2.1,2.1,3079331261.46,856695982.15
