Unnamed: 0,ts_code,trade_date,month_close,month_open,month_high,month_low,month_vol,month_amount
0,002146.SZ,20210226,6.64,6.27,7.05,5.95,558281292.0,3623937003.97
1,002146.SZ,20210129,6.28,6.5,6.79,6.16,531623309.0,3407865159.68
2,002146.SZ,20201231,6.53,7.32,7.49,6.41,476175717.0,3294854976.71
3,002146.SZ,20201130,7.31,7.01,7.51,7.01,461190326.0,3350376143.86
4,002146.SZ,20201030,7.03,7.72,8.0,7.03,322985715.0,2445581407.68
5,002146.SZ,20200930,7.63,8.21,8.29,7.6,472528687.0,3792444012.83
6,002146.SZ,20200831,8.24,8.26,8.78,8.03,676262479.0,5666763782.28
