Unnamed: 0,ts_code,trade_date,month_close,month_open,month_high,month_low,month_vol,month_amount
0,003816.SZ,20210226,2.75,2.75,2.79,2.6,1079124539.0,2906916634.7
1,003816.SZ,20210129,2.74,2.82,2.98,2.72,2161391101.0,6084697283.16
2,003816.SZ,20201231,2.82,2.8,2.93,2.72,2124521707.0,5949533248.6
3,003816.SZ,20201130,2.81,2.73,2.85,2.66,1276005165.0,3515699280.87
4,003816.SZ,20201030,2.73,2.88,2.93,2.72,470903036.0,1336368944.37
5,003816.SZ,20200930,2.87,3.01,3.07,2.84,895387239.0,2657805738.5
6,003816.SZ,20200831,3.01,3.06,3.14,2.98,1109774740.0,3388402284.71
