Unnamed: 0,ts_code,trade_date,month_close,month_open,month_high,month_low,month_vol,month_amount
0,600438.SH,20210226,46.98,43.89,55.5,42.69,1675824739.0,80445750438.0
1,600438.SH,20210129,46.0,38.3,51.49,37.0,2558710230.0,109273291828.0
2,600438.SH,20201231,38.44,30.53,41.1,27.82,2280470510.0,77260567791.0
3,600438.SH,20201130,30.8,30.1,34.71,28.9,1600682922.0,50231506913.0
4,600438.SH,20201030,30.7,28.6,32.86,26.63,1255153740.0,36987432095.0
5,600438.SH,20200930,26.58,24.3,27.6,21.75,1320474795.0,32957024579.0
6,600438.SH,20200831,24.4,27.65,28.11,21.51,1549056288.0,37413196863.0
