Unnamed: 0,ts_code,trade_date,month_close,month_open,month_high,month_low,month_vol,month_amount
0,002027.SZ,20210226,10.95,10.92,13.19,10.78,2436067774.0,28463992367.74
1,002027.SZ,20210129,10.86,9.93,12.36,9.47,3681885418.0,40856046591.07
2,002027.SZ,20201231,9.87,9.72,10.67,9.07,3091394659.0,30505240324.87
3,002027.SZ,20201130,9.7,9.33,10.28,9.03,2596901977.0,25094245241.17
4,002027.SZ,20201030,9.34,8.16,10.12,8.03,2718550789.0,25188756673.63
5,002027.SZ,20200930,8.07,7.5,8.28,6.85,3224874510.0,24304858891.17
6,002027.SZ,20200831,7.54,6.05,8.15,5.68,4618711449.0,31402750141.63
