Unnamed: 0,ts_code,trade_date,month_close,month_open,month_high,month_low,month_vol,month_amount
0,000876.SZ,20210226,24.07,20.65,28.2,20.01,1185948264.0,29236795808.89
1,000876.SZ,20210129,21.15,22.78,27.19,20.89,1171806592.0,27813690883.76
2,000876.SZ,20201231,22.4,25.97,27.17,20.5,975792317.0,22977318704.01
3,000876.SZ,20201130,25.97,27.3,28.23,24.5,605353744.0,15867065957.46
4,000876.SZ,20201030,26.88,28.07,30.27,25.52,444238531.0,12531749826.49
5,000876.SZ,20200930,27.7,38.15,42.2,27.3,945045916.0,30828488325.83
6,000876.SZ,20200831,38.0,32.8,40.5,32.7,883069449.0,31635873734.59
