Unnamed: 0,ts_code,trade_date,month_close,month_open,month_high,month_low,month_vol,month_amount
0,000783.SZ,20210226,7.25,7.76,7.79,6.96,454589921.0,3323914865.02
1,000783.SZ,20210129,7.73,8.42,9.0,7.65,977005842.0,8181031917.25
2,000783.SZ,20201231,8.4,8.8,9.11,7.79,930917246.0,7836683568.75
3,000783.SZ,20201130,8.84,7.59,9.26,7.59,1383906386.0,11883080838.47
4,000783.SZ,20201030,7.53,8.13,8.53,7.53,343771549.0,2791442708.73
5,000783.SZ,20200930,8.02,8.53,8.69,7.79,630809755.0,5168859718.1
6,000783.SZ,20200831,8.53,8.74,9.18,8.17,1203089876.0,10494379086.21
