Unnamed: 0,ts_code,trade_date,month_close,month_open,month_high,month_low,month_vol,month_amount
0,002555.SZ,20210226,28.15,31.88,33.1,26.78,781181664.0,23255821242.46
1,002555.SZ,20210129,32.32,31.45,35.88,29.6,1408973669.0,46279917012.3
2,002555.SZ,20201231,31.23,26.08,31.71,25.83,1273025691.0,36680263023.21
3,002555.SZ,20201130,26.13,29.15,30.02,24.5,852553154.0,23230941990.22
4,002555.SZ,20201030,29.6,40.53,42.19,29.11,680662245.0,22949746921.57
5,002555.SZ,20200930,39.69,45.76,46.94,38.71,402796558.0,16788740402.54
6,002555.SZ,20200831,45.59,46.65,49.46,39.91,585611575.0,25756856959.33
