Unnamed: 0,ts_code,trade_date,month_close,month_open,month_high,month_low,month_vol,month_amount
0,601229.SH,20210226,8.38,8.06,8.79,8.03,835563337.0,7120130428.0
1,601229.SH,20210129,8.1,7.82,8.42,7.71,854461009.0,6936578749.0
2,601229.SH,20201231,7.84,8.04,8.27,7.71,490756463.0,3913661327.0
3,601229.SH,20201130,8.07,7.83,8.3,7.78,548152340.0,4357568203.0
4,601229.SH,20201030,7.85,8.2,8.62,7.79,558453190.0,4596312719.0
5,601229.SH,20200930,8.14,8.41,8.56,8.11,480033938.0,4015403809.0
6,601229.SH,20200831,8.42,8.32,8.82,8.2,536685938.0,4531950017.0
