Unnamed: 0,ts_code,trade_date,month_close,month_open,month_high,month_low,month_vol,month_amount
0,002601.SZ,20210226,40.38,39.5,51.68,38.8,462609373.0,20666369752.32
1,002601.SZ,20210129,39.75,30.87,43.25,30.4,527308092.0,20419644697.12
2,002601.SZ,20201231,30.77,32.1,34.3,28.7,518122508.0,16206122891.72
3,002601.SZ,20201130,31.7,24.31,35.45,23.01,715741180.0,21546931973.4
4,002601.SZ,20201030,24.74,23.54,29.0,23.45,384634458.0,10177563736.93
5,002601.SZ,20200930,23.29,23.16,26.95,22.0,502711564.0,12187189646.02
6,002601.SZ,20200831,23.47,22.5,24.99,21.22,623593496.0,14435887297.3
