Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,000776.SZ,20201031,20201031,20200930,,
1,000776.SZ,20200829,20200829,20200630,,
2,000776.SZ,20200429,20200429,20200331,,
3,000776.SZ,20200429,20200429,20200331,,
4,000776.SZ,20200328,20200328,20191231,,
5,000776.SZ,20191030,20191030,20190930,,
6,000776.SZ,20191030,20191030,20190930,,
7,000776.SZ,20190830,20190830,20190630,,
8,000776.SZ,20190830,20190830,20190630,,
9,000776.SZ,20190430,20190430,20190331,,
10,000776.SZ,20190430,20190430,20190331,,
11,000776.SZ,20190327,20190327,20181231,,
12,000776.SZ,20181027,20181027,20180930,,
13,000776.SZ,20181027,20181027,20180930,,
14,000776.SZ,20180830,20180830,20180630,,
15,000776.SZ,20180830,20180830,20180630,,
16,000776.SZ,20180425,20180425,20180331,,
17,000776.SZ,20180324,20180324,20171231,,
18,000776.SZ,20180324,20180324,20171231,,
19,000776.SZ,20171028,20171028,20170930,,
20,000776.SZ,20171028,20171028,20170930,,
21,000776.SZ,20170826,20170826,20170630,,
22,000776.SZ,20170826,20170826,20170630,,
23,000776.SZ,20170428,20170428,20170331,,
24,000776.SZ,20170428,20170428,20170331,,
25,000776.SZ,20170325,20170325,20161231,,
26,000776.SZ,20170325,20170325,20161231,,
