Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,300347.SZ,20201030,20201030,20200930,12514093909.33,899517131.65
1,300347.SZ,20201030,20201030,20200930,12514093909.33,899517131.65
2,300347.SZ,20200829,20200829,20200630,3824602963.07,2172501306.51
3,300347.SZ,20200429,20200429,20200331,3500584489.19,1923941173.69
4,300347.SZ,20200429,20200429,20200331,3500584489.19,1923941173.69
5,300347.SZ,20200417,20200417,20191231,3369959755.85,1790692296.66
6,300347.SZ,20191028,20191028,20190930,3251859261.73,1125069139.71
7,300347.SZ,20191028,20191028,20190930,3251859261.73,1125069139.71
8,300347.SZ,20190823,20190823,20190630,3504858376.2,1556993734.22
9,300347.SZ,20190823,20190823,20190630,3504858376.2,1556993734.22
10,300347.SZ,20190426,20190426,20190331,1648287396.34,1227607613.89
11,300347.SZ,20190426,20190426,20190331,1648287396.34,1227607613.89
12,300347.SZ,20190426,20190426,20181231,1603247712.78,1208642160.14
13,300347.SZ,20181027,20181027,20180930,1444173659.49,915607424.83
14,300347.SZ,20180828,20180828,20180630,1522371120.02,898891462.65
15,300347.SZ,20180426,20180426,20180331,1568270602.98,921717607.73
16,300347.SZ,20180420,20180420,20171231,1345590415.39,715490708.45
17,300347.SZ,20171030,20171030,20170930,1278104931.47,604797318.24
18,300347.SZ,20170823,20170823,20170630,1276853662.35,492146619.12
19,300347.SZ,20170427,20170427,20170331,1070426045.86,392651935.45
20,300347.SZ,20170427,20170427,20161231,1094810341.23,435783290.16
