Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,300628.SZ,20201028,20201028,20200930,4740092591.99,395951755.38
1,300628.SZ,20201028,20201028,20200930,4740092591.99,395951755.38
2,300628.SZ,20200815,20200815,20200630,4574732898.75,573057423.31
3,300628.SZ,20200415,20200415,20200331,4772225089.27,493232429.88
4,300628.SZ,20200415,20200415,20191231,4380693616.0,425861513.81
5,300628.SZ,20191028,20191028,20190930,4276191667.67,335773443.76
6,300628.SZ,20191028,20191028,20190930,4276191667.67,335773443.76
7,300628.SZ,20190815,20190815,20190630,4204799428.24,601125798.95
8,300628.SZ,20190424,20190424,20190331,3782218258.94,197008334.57
9,300628.SZ,20190424,20190424,20190331,3782218258.94,197008334.57
10,300628.SZ,20190424,20190424,20181231,3600109209.01,249487837.4
11,300628.SZ,20190424,20190424,20181231,3600109209.01,249487837.4
12,300628.SZ,20181027,20181027,20180930,3335588828.07,160037202.38
13,300628.SZ,20180810,20180810,20180630,3054800546.1,148339896.43
14,300628.SZ,20180425,20180425,20180331,3009497594.04,115120680.39
15,300628.SZ,20180425,20180425,20171231,2874212772.3,148858647.61
16,300628.SZ,20171026,20171026,20170930,2740868617.9,124672472.07
17,300628.SZ,20170828,20170828,20170630,2587529071.03,137431432.5
18,300628.SZ,20170427,20170427,20170331,2540160624.26,106818221.45
19,300628.SZ,20170302,20170302,20161231,809023074.83,102916664.13
20,300628.SZ,20170302,20170302,20151231,443265470.28,80163784.87
21,300628.SZ,20170302,20170302,20141231,295409153.26,103549168.88
