Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600340.SH,20201030,20201030,20200930,461393662056.02,297022126621.38
1,600340.SH,20200829,20200829,20200630,455610794238.99,298073389235.2
2,600340.SH,20200425,20200425,20200331,435502937701.09,273314202341.31
3,600340.SH,20200425,20200425,20200331,435502937701.09,273314202341.31
4,600340.SH,20200425,20200425,20191231,418844487143.48,265332164316.34
5,600340.SH,20200425,20200425,20191231,418844487143.48,265332164316.34
6,600340.SH,20191019,20191019,20190930,402368919925.4,252766813947.12
7,600340.SH,20191019,20191019,20190930,402368919925.4,252766813947.12
8,600340.SH,20190817,20190817,20190630,414538119097.37,272593358142.19
9,600340.SH,20190817,20190817,20190630,414538119097.37,272593358142.19
10,600340.SH,20190427,20190427,20190331,389638714861.33,261415654196.53
11,600340.SH,20190427,20190427,20190331,389638714861.33,261415654196.53
12,600340.SH,20190420,20190420,20181231,367960372179.95,242594830995.79
13,600340.SH,20190420,20190420,20181231,367960372179.95,242594830995.79
14,600340.SH,20181027,20181027,20180930,367184169997.24,244185789973.86
15,600340.SH,20180829,20180829,20180630,358622683283.85,232451247624.23
16,600340.SH,20180428,20180428,20180331,347631918692.74,224799922493.79
17,600340.SH,20180330,20180330,20171231,348486284162.78,228063688975.89
18,600340.SH,20171027,20171027,20170930,310253233441.82,204958692223.96
19,600340.SH,20170818,20170818,20170630,298568462020.39,200144467028.96
20,600340.SH,20170428,20170428,20170331,255219244093.55,174975037107.97
21,600340.SH,20170330,20170330,20161231,223561173130.66,159699251161.96
