Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601555.SH,20201031,20201031,20200930,,
1,601555.SH,20200822,20200822,20200630,,
2,601555.SH,20200430,20200430,20200331,,
3,601555.SH,20200425,20200425,20191231,,
4,601555.SH,20200425,20200425,20191231,,
5,601555.SH,20191031,20191031,20190930,,
6,601555.SH,20190816,20190816,20190630,,
7,601555.SH,20190420,20190420,20190331,,
8,601555.SH,20190420,20190420,20190331,,
9,601555.SH,20190420,20190420,20181231,,
10,601555.SH,20190420,20190420,20181231,,
11,601555.SH,20181027,20181027,20180930,,
12,601555.SH,20180830,20180830,20180630,,
13,601555.SH,20180428,20180428,20180331,,
14,601555.SH,20180329,20180329,20171231,,
15,601555.SH,20171026,20171026,20170930,,
16,601555.SH,20170830,20170830,20170630,,
17,601555.SH,20170429,20170429,20170331,,
18,601555.SH,20170408,20170408,20161231,,
