Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002202.SZ,20201029,20201029,20200930,47482422952.8,48182637201.64
1,002202.SZ,20200829,20200829,20200630,43596104957.78,46307204387.11
2,002202.SZ,20200429,20200429,20200331,46818870458.87,46713557236.34
3,002202.SZ,20200429,20200429,20200331,46818870458.87,46713557236.34
4,002202.SZ,20200401,20200401,20191231,48444167870.06,49568899507.52
5,002202.SZ,20191026,20191026,20190930,47592945974.21,44232541393.63
6,002202.SZ,20190824,20190824,20190630,44372976041.42,40467762175.05
7,002202.SZ,20190427,20190427,20190331,36720566697.97,34007535094.92
8,002202.SZ,20190330,20190330,20181231,32917499633.38,31600585758.87
9,002202.SZ,20181027,20181027,20180930,36531390697.48,33828367101.16
10,002202.SZ,20180825,20180825,20180630,31661183565.15,28199616797.56
11,002202.SZ,20180426,20180426,20180331,31461587452.36,27408007925.33
12,002202.SZ,20180324,20180324,20171231,33081326968.74,29600317158.41
13,002202.SZ,20180324,20180324,20171231,33081326968.74,29600317158.41
14,002202.SZ,20171027,20171027,20170930,30605908194.69,25250202684.77
15,002202.SZ,20171027,20171027,20170930,30605908194.69,25250202684.77
16,002202.SZ,20170826,20170826,20170630,31113200741.01,25157708490.16
17,002202.SZ,20170826,20170826,20170630,31113200741.01,25157708490.16
18,002202.SZ,20170428,20170428,20170331,30967373823.83,22587152201.62
19,002202.SZ,20170428,20170428,20170331,30967373823.83,22587152201.62
20,002202.SZ,20170330,20170330,20161231,33096620121.36,24662978137.28
