Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002624.SZ,20201030,20201030,20200930,8892243147.04,4308789361.27
1,002624.SZ,20200829,20200829,20200630,9580931972.0,4708558698.27
2,002624.SZ,20200829,20200829,20200630,9580931972.0,4708558698.27
3,002624.SZ,20200424,20200424,20200331,9276980324.85,5114747511.99
4,002624.SZ,20200424,20200424,20191231,10132109685.06,4799606368.97
5,002624.SZ,20191028,20191028,20190930,11852188388.44,4620623491.75
6,002624.SZ,20191028,20191028,20190930,11852188388.44,4620623491.75
7,002624.SZ,20190810,20190810,20190630,11223148255.13,4305146965.02
8,002624.SZ,20190810,20190810,20190630,11223148255.13,4305146965.02
9,002624.SZ,20190430,20190430,20190331,10867720366.19,3585174580.34
10,002624.SZ,20190430,20190430,20181231,10783277186.59,3921298597.39
11,002624.SZ,20181029,20181029,20180930,10284586701.7,3951773978.21
12,002624.SZ,20180821,20180821,20180630,12278606703.02,5397972206.17
13,002624.SZ,20180421,20180421,20180331,11346584413.34,4424864054.7
14,002624.SZ,20180330,20180330,20171231,10246317252.46,5215400906.41
15,002624.SZ,20171028,20171028,20170930,10135219597.48,4995788790.59
16,002624.SZ,20170823,20170823,20170630,9910528194.35,4451993408.89
17,002624.SZ,20170428,20170428,20170331,11377024323.89,3804800189.52
18,002624.SZ,20170317,20170317,20161231,11208354020.86,4222916538.34
