Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002311.SZ,20201027,20201027,20200930,16122734100.08,11955832820.34
1,002311.SZ,20200728,20200728,20200630,14536920306.41,11167960935.23
2,002311.SZ,20200421,20200421,20200331,14592713681.76,10801173645.07
3,002311.SZ,20200421,20200421,20191231,8734939894.77,7905859730.27
4,002311.SZ,20191022,20191022,20190930,8752153889.81,7691904489.85
5,002311.SZ,20191022,20191022,20190930,8752153889.81,7691904489.85
6,002311.SZ,20190730,20190730,20190630,10737662178.42,9371255947.37
7,002311.SZ,20190424,20190424,20190331,10704432305.1,8479623891.11
8,002311.SZ,20190424,20190424,20190331,10704432305.1,8479623891.11
9,002311.SZ,20190416,20190416,20181231,9292227937.0,6951110533.71
10,002311.SZ,20190416,20190416,20181231,9292227937.0,6951110533.71
11,002311.SZ,20181026,20181026,20180930,10295983612.99,8618963743.23
12,002311.SZ,20180829,20180829,20180630,9314342938.31,8105652368.91
13,002311.SZ,20180427,20180427,20180331,8340757157.42,7745382693.92
14,002311.SZ,20180420,20180420,20171231,6886704232.23,6008417555.06
15,002311.SZ,20171031,20171031,20170930,7149876654.06,6001002217.63
16,002311.SZ,20170818,20170818,20170630,7240235218.59,6502659237.24
17,002311.SZ,20170427,20170427,20170331,6916154134.68,6046605308.52
18,002311.SZ,20170427,20170427,20161231,5313678313.71,4336719545.41
