Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002241.SZ,20201023,20201023,20200930,29848002767.58,24831689126.33
1,002241.SZ,20201023,20201023,20200930,29848002767.58,24831689126.33
2,002241.SZ,20200821,20200821,20200630,22556321386.08,17655747945.2
3,002241.SZ,20200422,20200422,20200331,16488690867.85,15172021675.39
4,002241.SZ,20200417,20200417,20191231,17703782383.15,17557763188.64
5,002241.SZ,20191024,20191024,20190930,16976918119.46,16815343851.08
6,002241.SZ,20190821,20190821,20190630,14908979750.71,14304839629.35
7,002241.SZ,20190821,20190821,20190630,14908979750.71,14304839629.35
8,002241.SZ,20190425,20190425,20190331,12702905097.59,12223955836.22
9,002241.SZ,20190425,20190425,20190331,12702905097.59,12223955836.22
10,002241.SZ,20190420,20190420,20181231,13820181727.47,13452704841.48
11,002241.SZ,20181026,20181026,20180930,14844716980.58,12632255834.55
12,002241.SZ,20180822,20180822,20180630,11954545275.17,10125632784.14
13,002241.SZ,20180421,20180421,20180331,11187926303.93,8578313707.42
14,002241.SZ,20180330,20180330,20171231,13246276215.62,10462344739.61
15,002241.SZ,20171020,20171020,20170930,13197437783.9,10662432823.38
16,002241.SZ,20170818,20170818,20170630,12410728907.18,9851166978.7
17,002241.SZ,20170427,20170427,20170331,12016106730.72,8971251250.03
18,002241.SZ,20170322,20170322,20161231,11817875873.91,9216109357.38
