Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600809.SH,20201030,20201030,20200930,13699516042.59,7959119741.9
1,600809.SH,20200825,20200825,20200630,12347661237.88,7274889997.74
2,600809.SH,20200428,20200428,20200331,11636361061.32,6038021914.66
3,600809.SH,20200428,20200428,20200331,11636361061.32,6038021914.66
4,600809.SH,20200428,20200428,20191231,12642412941.98,8388661674.61
5,600809.SH,20191026,20191026,20190930,11031695871.94,6479656529.1
6,600809.SH,20191026,20191026,20190930,11031695871.94,6479656529.1
7,600809.SH,20190827,20190827,20190630,10564372638.69,6427177836.41
8,600809.SH,20190827,20190827,20190630,10564372638.69,6427177836.41
9,600809.SH,20190427,20190427,20190331,10242560918.02,5498832155.0
10,600809.SH,20190427,20190427,20190331,10242560918.02,5498832155.0
11,600809.SH,20190427,20190427,20181231,9016190343.21,5309490450.36
12,600809.SH,20190427,20190427,20181231,9016190343.21,5309490450.36
13,600809.SH,20181026,20181026,20180930,7436690677.65,4106276633.62
14,600809.SH,20180828,20180828,20180630,7697322013.38,4741130897.09
15,600809.SH,20180427,20180427,20180331,7679031397.26,4336425077.86
16,600809.SH,20180427,20180427,20171231,6243500704.86,3583930388.95
17,600809.SH,20171026,20171026,20170930,5902073994.69,3367673918.22
18,600809.SH,20170826,20170826,20170630,5568793582.29,3250268170.0
19,600809.SH,20170428,20170428,20170331,5519751652.52,2792880017.5
20,600809.SH,20170428,20170428,20161231,4786918740.11,2568948782.65
